sidx,skey,sday,sclose,sopen,shigh,slow,svol,syest,splus,sallvol,scom,sfor,scoms
3111,20080728,2008-07-28,87700,88000,88900,87000,68173,87800,-100,68173,8042,-5698,60131
3110,20080729,2008-07-29,85000,86500,86900,83700,190122,87700,-2700,190122,6208,-1212,183914
3109,20080730,2008-07-30,87400,88500,88600,85000,94748,85000,2400,94748,10270,-5260,84478
3108,20080731,2008-07-31,88300,87900,89300,87900,49960,87400,900,49960,-11238,15285,34675
3107,20080801,2008-08-01,88000,87100,89500,85500,71805,88300,-300,71805,5714,-7425,66091
3106,20080804,2008-08-04,86200,88000,88900,84100,135007,88000,-1800,135007,31618,-37110,103389
3105,20080805,2008-08-05,85500,84200,87800,84200,117188,86200,-700,117188,18713,-24148,98475
3104,20080806,2008-08-06,87000,87000,88500,86500,40026,85500,1500,40026,1054,-2011,38972
3103,20080807,2008-08-07,88300,88100,88300,85900,43251,87000,1300,43251,-685,3108,40143
3102,20080808,2008-08-08,87800,87200,88200,86600,37937,88300,-500,37937,1553,-6822,36384
3101,20080811,2008-08-11,89000,88300,90800,87800,48291,87800,1200,48291,-9869,14628,33663
3100,20080812,2008-08-12,90000,91100,91100,89000,46435,89000,1000,46435,8244,-4928,38191
3099,20080813,2008-08-13,87800,88900,89000,87000,71519,90000,-2200,71519,-2367,-9669,71519
3098,20080814,2008-08-14,88000,87000,88500,86000,40029,87800,200,40029,-3619,50,39979
3097,20080818,2008-08-18,91200,88000,92200,87500,65756,88000,3200,65756,3418,10469,51869
3096,20080819,2008-08-19,90000,91100,91200,89200,73650,91200,-1200,73650,13095,-19734,60555
3095,20080820,2008-08-20,90700,90000,92100,89300,73943,90000,700,73943,23848,-25284,50095
3094,20080821,2008-08-21,88800,90700,90800,88600,44878,90700,-1900,44878,3279,-7302,41599
3093,20080822,2008-08-22,88000,86900,88900,85500,50354,88800,-800,50354,14272,-13523,36082
3092,20080825,2008-08-25,90000,88500,90500,88100,59054,88000,2000,59054,256,9414,49384
3091,20080826,2008-08-26,89000,89900,90500,87000,106075,90000,-1000,106075,35469,-37483,70606
3090,20080827,2008-08-27,88600,88300,90200,88300,66869,89000,-400,66869,8018,31,58820
3089,20080828,2008-08-28,88800,90200,90200,88000,47904,88600,200,47904,7838,-7696,40066
3088,20080829,2008-08-29,89300,89500,92300,88900,121415,88800,500,121415,65265,-50621,56150
3087,20080901,2008-09-01,91500,90200,92400,89300,176995,89300,2200,176995,34126,9918,132951
3086,20080902,2008-09-02,91200,91500,92500,88000,247458,91500,-300,247458,-99737,100521,146937
3085,20080903,2008-09-03,85500,92700,92700,85500,231701,91200,-5700,231701,-2936,-44236,231701
3084,20080904,2008-09-04,89100,84600,89700,83300,178008,85500,3600,178008,70381,-44864,107627
3083,20080905,2008-09-05,87300,86100,88600,86100,119222,89100,-1800,119222,47320,-50744,71902
3082,20080908,2008-09-08,87800,87500,88400,86300,189016,87300,500,189016,48094,-89511,140922
3081,20080909,2008-09-09,89900,88000,90300,87800,260823,87800,2100,260823,32482,-12096,228341
3080,20080910,2008-09-10,91500,89300,91800,89300,188228,89900,1600,188228,22558,-17273,165670
3079,20080911,2008-09-11,92000,92000,92500,87400,204733,91500,500,204733,-30582,37853,166880
3078,20080912,2008-09-12,90000,91400,92600,88400,181088,92000,-2000,181088,3462,-40745,177626
3077,20080916,2008-09-16,87000,84100,90000,84100,88879,90000,-3000,88879,33273,-32370,55606
3076,20080917,2008-09-17,88400,87400,88500,85000,110470,87000,1400,110470,7520,-16676,102950
3075,20080918,2008-09-18,85500,85500,86900,82400,125622,88400,-2900,125622,26338,-52222,99284
3074,20080919,2008-09-19,87600,86500,88500,86400,144742,85500,2100,144742,-1463,5086,139656
3073,20080922,2008-09-22,85500,88000,88000,85000,77716,87600,-2100,77716,2859,-13864,74857
3072,20080923,2008-09-23,85400,85500,86600,84700,70297,85500,-100,70297,-3389,-13341,70297
3071,20080924,2008-09-24,86500,85400,87900,85000,120627,85400,1100,120627,-7338,14551,106076
3070,20080925,2008-09-25,89000,87000,89300,86600,89845,86500,2500,89845,2287,20769,66789
3069,20080926,2008-09-26,89900,89000,91200,87600,142590,89000,900,142590,-19753,55095,87495
3068,20080929,2008-09-29,89600,90100,91000,86000,78391,89900,-300,78391,-14303,12474,65917
3067,20080930,2008-09-30,92000,86100,92000,86000,139737,89600,2400,139737,16852,1363,121522
3066,20081001,2008-10-01,89800,90900,91700,87800,68564,92000,-2200,68564,8014,-24299,60550
3065,20081002,2008-10-02,87800,90900,91800,85900,80525,89800,-2000,80525,7979,-10741,72546
3064,20081006,2008-10-06,86500,88000,88000,85100,53803,87800,-1300,53803,-9024,10138,43665
3063,20081007,2008-10-07,81700,85400,86800,80600,137007,86500,-4800,137007,13806,-61296,123201
3062,20081008,2008-10-08,70500,79700,79700,70500,208162,81700,-11200,208162,21910,-61699,186252
3061,20081009,2008-10-09,70000,69500,71300,68100,185346,70500,-500,185346,37838,-66964,147508
3060,20081010,2008-10-10,70000,67000,70000,60100,136085,70000,0,136085,36532,-36566,99553
3059,20081013,2008-10-13,73000,70000,74100,70000,117411,70000,3000,117411,4370,5113,107928
3058,20081014,2008-10-14,76000,75500,80000,75300,141182,73000,3000,141182,-36669,56717,84465
3057,20081015,2008-10-15,77400,76000,77500,75600,71617,76000,1400,71617,3244,6500,61873
3056,20081016,2008-10-16,71700,73800,73800,69300,107163,77400,-5700,107163,27908,-42924,79255
3055,20081017,2008-10-17,70000,72800,73200,67400,149120,71700,-1700,149120,33748,-50314,115372
3054,20081020,2008-10-20,73000,71500,75500,69000,95581,70000,3000,95581,8701,13085,73795
3053,20081021,2008-10-21,72000,73400,74400,69500,68085,73000,-1000,68085,-7423,-3970,68085
3052,20081022,2008-10-22,69200,72000,73400,65700,102939,72000,-2800,102939,8951,-4171,93988
3051,20081023,2008-10-23,64000,61500,67600,59000,132588,69200,-5200,132588,6904,-5756,125684
3050,20081024,2008-10-24,54400,63700,64000,54400,108009,64000,-9600,108009,5972,-30330,102037
3049,20081027,2008-10-27,46300,52700,53200,46300,267718,54400,-8100,267718,47901,-91583,219817
3048,20081028,2008-10-28,49500,42000,53100,41050,254224,46300,3200,254224,50059,-44428,204165
3047,20081029,2008-10-29,48700,52700,53800,46500,172951,49500,-800,172951,58218,-57840,114733
3046,20081030,2008-10-30,56000,52000,56000,49500,138631,48700,7300,138631,-3314,8585,130046
3045,20081031,2008-10-31,62200,57000,62200,55500,205562,56000,6200,205562,-75433,79489,126073
3044,20081103,2008-11-03,64900,63000,70000,63000,188280,62200,2700,188280,-52645,61525,126755
3043,20081104,2008-11-04,63600,65000,69000,61100,144125,64900,-1300,144125,21728,-32741,122397
3042,20081105,2008-11-05,62100,64700,68000,62100,127124,63600,-1500,127124,-4551,-10575,127124
3041,20081106,2008-11-06,61200,58500,62500,53600,180434,62100,-900,180434,40422,-29449,140012
3040,20081107,2008-11-07,60100,60000,60500,55500,212827,61200,-1100,212827,-25697,-8452,212827
3039,20081110,2008-11-10,57700,60700,62000,56700,201103,60100,-2400,201103,-59448,3598,197505
3038,20081111,2008-11-11,54000,57000,57500,54000,219094,57700,-3700,219094,-6127,-56523,219094
3037,20081112,2008-11-12,55000,53400,55600,51500,186922,54000,1000,186922,-27702,36094,150828
3036,20081113,2008-11-13,58000,52300,58000,50000,225554,55000,3000,225554,-9720,41502,184052
3035,20081114,2008-11-14,56000,58600,59400,56000,164042,58000,-2000,164042,-18197,37592,126450
3034,20081117,2008-11-17,50900,55700,56700,50900,295359,56000,-5100,295359,7069,-129352,288290
3033,20081118,2008-11-18,47500,50000,51600,47050,263231,50900,-3400,263231,25028,-75340,238203
3032,20081119,2008-11-19,48100,48100,48450,45300,124282,47500,600,124282,2902,15250,106130
3031,20081120,2008-11-20,47000,44500,47900,44500,123497,48100,-1100,123497,41747,8883,72867
3030,20081121,2008-11-21,53700,45600,53900,45500,161612,47000,6700,161612,347,77534,83731
3029,20081124,2008-11-24,47900,52500,52500,47900,200119,53700,-5800,200119,596,-49031,199523
3028,20081125,2008-11-25,47900,50000,50300,45600,132637,47900,0,132637,4008,-6714,128629
3027,20081126,2008-11-26,50400,48500,51500,47000,215893,47900,2500,215893,2112,-28559,213781
3026,20081127,2008-11-27,53900,51300,53900,50400,169755,50400,3500,169755,57170,-11019,112585
3025,20081128,2008-11-28,55100,53100,57200,53100,168298,53900,1200,168298,-17134,74019,94279
3024,20081201,2008-12-01,52300,54700,55000,52300,127745,55100,-2800,127745,-27149,8205,119540
3023,20081202,2008-12-02,51900,49900,53600,49900,90429,52300,-400,90429,-1130,23515,66914
3022,20081203,2008-12-03,50000,52400,52500,49550,161282,51900,-1900,161282,-19124,-22822,161282
3021,20081204,2008-12-04,50800,50800,51000,49200,65697,50000,800,65697,-16851,27921,37776
3020,20081205,2008-12-05,50900,51300,52600,50900,82902,50800,100,82902,19745,-4667,63157
3019,20081208,2008-12-08,57500,51500,58500,50000,172961,50900,6600,172961,20581,43642,108738
3018,20081209,2008-12-09,58000,58900,62200,57500,278067,57500,500,278067,-79890,114001,164066
3017,20081210,2008-12-10,62000,58000,63300,58000,170252,58000,4000,170252,-2696,47028,123224
3016,20081211,2008-12-11,63800,61200,64900,60500,143332,62000,1800,143332,9101,10605,123626
3015,20081212,2008-12-12,58400,63000,63000,57900,140884,63800,-5400,140884,-7365,-27418,140884
3014,20081215,2008-12-15,61000,59800,63000,59700,198427,58400,2600,198427,10807,8960,178660
3013,20081216,2008-12-16,63100,62000,68700,61600,223999,61000,2100,223999,-27372,2463,221536
3012,20081217,2008-12-17,66600,64900,67400,63400,158764,63100,3500,158764,4439,522,153803
3011,20081218,2008-12-18,66500,67700,68100,65900,72051,66600,-100,72051,9275,-10042,62776
3010,20081219,2008-12-19,65000,67000,67900,64300,82269,66500,-1500,82269,-10118,-2059,82269
3009,20081222,2008-12-22,64900,65000,65300,63900,95480,65000,-100,95480,8013,-24328,87467
3008,20081223,2008-12-23,65000,64900,66000,63500,69565,64900,100,69565,18357,-24093,51208
3007,20081224,2008-12-24,66000,66000,66500,63000,50327,65000,1000,50327,12628,-7573,37699
3006,20081226,2008-12-26,64800,65000,65500,63600,45584,66000,-1200,45584,-1602,641,44943
3005,20081229,2008-12-29,63600,63500,65900,61800,45639,64800,-1200,45639,64,4420,41155
3004,20081230,2008-12-30,63400,65000,65900,62800,89431,63600,-200,89431,-7823,-1203,89431
3003,20090102,2009-01-02,63300,63000,63900,62100,60430,63400,-100,60430,-26731,17285,43145
3002,20090105,2009-01-05,63000,65100,65600,62100,95379,63300,-300,95379,-38550,15878,79501
3001,20090106,2009-01-06,63500,63500,65200,63100,103471,63000,500,103471,8539,7242,87690
3000,20090107,2009-01-07,63500,63600,64300,62200,156764,63500,0,156764,-35360,-13209,156764
2999,20090108,2009-01-08,60900,63200,63200,59500,152612,63500,-2600,152612,-25466,-26340,152612
2998,20090109,2009-01-09,61500,60700,62100,59900,73199,60900,600,73199,3977,2805,66417
2997,20090112,2009-01-12,64500,62000,65000,61000,169569,61500,3000,169569,-21807,101346,68223
2996,20090113,2009-01-13,66100,65600,67800,63000,161821,64500,1600,161821,-38842,71344,90477
2995,20090114,2009-01-14,69000,67800,70700,65200,114201,66100,2900,114201,-12242,45894,68307
2994,20090115,2009-01-15,69000,67200,69000,64900,95588,69000,0,95588,-27611,25518,70070
2993,20090116,2009-01-16,66300,67200,69500,65200,118117,69000,-2700,118117,7968,-16856,110149
2992,20090119,2009-01-19,65300,66300,67600,64500,94113,66300,-1000,94113,-23745,9918,84195
2991,20090120,2009-01-20,65500,64600,65500,63300,61638,65300,200,61638,10268,92,51278
2990,20090121,2009-01-21,61000,64600,64600,61000,124312,65500,-4500,124312,8861,-54097,115451
2989,20090122,2009-01-22,62300,62000,63500,60000,138513,61000,1300,138513,17344,-39798,121169
2988,20090123,2009-01-23,61000,62100,62300,60000,91686,62300,-1300,91686,4594,-8795,87092
2987,20090128,2009-01-28,62400,62700,64000,62000,87433,61000,1400,87433,-9006,11602,75831
2986,20090129,2009-01-29,64400,63100,65800,62500,75591,62400,2000,75591,3345,5620,66626
2985,20090130,2009-01-30,63900,64100,64700,62800,53158,64400,-500,53158,-11759,3677,49481
2984,20090202,2009-02-02,63300,63500,65200,61500,54080,63900,-600,54080,-24201,24580,29500
2983,20090203,2009-02-03,64000,63300,66500,62100,98672,63300,700,98672,-28849,25183,73489
2982,20090204,2009-02-04,63700,65400,65800,63600,79387,64000,-300,79387,-5405,-7956,79387
2981,20090205,2009-02-05,62600,63500,65300,62600,60672,63700,-1100,60672,-22266,19526,41146
2980,20090206,2009-02-06,62700,63200,64400,62500,62290,62600,100,62290,-2956,-6468,62290
2979,20090209,2009-02-09,65300,63200,65600,63200,68707,62700,2600,68707,7762,22582,38363
2978,20090210,2009-02-10,63300,66400,66800,62500,112379,65300,-2000,112379,20192,-52808,92187
2977,20090211,2009-02-11,64600,62200,64800,62200,61298,63300,1300,61298,12008,-4507,49290
2976,20090212,2009-02-12,63500,63600,64600,62800,113314,64600,-1100,113314,541,-12271,112773
2975,20090213,2009-02-13,63400,63500,64000,62300,62776,63500,-100,62776,13753,-18206,49023
2974,20090216,2009-02-16,62800,62600,63400,62400,40974,63400,-600,40974,3198,-1206,37776
2973,20090217,2009-02-17,62500,62000,63200,61100,79162,62800,-300,79162,10836,-6727,68326
2972,20090218,2009-02-18,62700,62400,62800,61500,54419,62500,200,54419,-15105,20187,34232
2971,20090219,2009-02-19,62900,62100,63800,61100,115031,62700,200,115031,-28555,22715,92316
2970,20090220,2009-02-20,62200,63400,63400,61600,71439,62900,-700,71439,-22531,30912,40527
2969,20090223,2009-02-23,62500,61800,63400,61000,61044,62200,300,61044,-839,1916,59128
2968,20090224,2009-02-24,61800,61500,61800,60000,50741,62500,-700,50741,-3018,9837,40904
2967,20090225,2009-02-25,60500,62200,63000,59800,128443,61800,-1300,128443,-42740,35527,92916
2966,20090226,2009-02-26,56700,60000,61500,55500,230003,60500,-3800,230003,29855,-61758,200148
2965,20090227,2009-02-27,56200,55600,58000,54400,238048,56700,-500,238048,88127,-115735,149921
2964,20090302,2009-03-02,55800,55000,57000,52500,118992,56200,-400,118992,25807,-21646,93185
2963,20090303,2009-03-03,55800,55500,58000,54200,70894,55800,0,70894,12583,-8135,58311
2962,20090304,2009-03-04,57100,56000,58500,54000,90812,55800,1300,90812,-172,15184,75628
2961,20090305,2009-03-05,60800,57200,62400,56700,129742,57100,3700,129742,-24699,19005,110737
2960,20090306,2009-03-06,61800,62500,63400,60000,166479,60800,1000,166479,-19887,62330,104149
2959,20090309,2009-03-09,62100,63300,64600,60800,74058,61800,300,74058,-9090,15899,58159
2958,20090310,2009-03-10,63800,61100,65200,61100,82888,62100,1700,82888,15437,2185,65266
2957,20090311,2009-03-11,66300,66300,66800,64400,74743,63800,2500,74743,-30405,43155,31588
2956,20090312,2009-03-12,68000,66200,68600,64900,199493,66300,1700,199493,1739,4605,193149
2955,20090313,2009-03-13,65200,69000,69400,65200,112375,68000,-2800,112375,-33054,19370,93005
2954,20090316,2009-03-16,65500,64000,65600,63600,81219,65200,300,81219,4446,-8595,76773
2953,20090317,2009-03-17,68000,66000,72500,65400,74167,65500,2500,74167,-6624,23794,50373
2952,20090318,2009-03-18,70000,70900,71300,67800,116061,68000,2000,116061,-28172,36231,79830
2951,20090319,2009-03-19,70900,70000,72300,70000,104904,70000,900,104904,-27511,32169,72735
2950,20090320,2009-03-20,69500,71000,74100,69000,86340,70900,-1400,86340,-16836,11409,74931
2949,20090323,2009-03-23,70900,68500,71500,68200,45887,69500,1400,45887,-5674,12019,33868
2948,20090324,2009-03-24,71500,72300,72800,71000,91840,70900,600,91840,-57610,61144,30696
2947,20090325,2009-03-25,74000,72500,75000,71800,111746,71500,2500,111746,-57290,68211,43535
2946,20090326,2009-03-26,76800,74000,79500,72900,111759,74000,2800,111759,-22193,38397,73362
2945,20090327,2009-03-27,74000,75700,78300,72800,134193,76800,-2800,134193,-51559,38140,96053
2944,20090330,2009-03-30,71500,74000,75200,69800,120515,74000,-2500,120515,5831,-23011,114684
2943,20090331,2009-03-31,71500,72000,72100,70400,96931,71500,0,96931,4361,-7613,92570
2942,20090401,2009-04-01,72500,70900,72500,69800,135501,71500,1000,135501,16834,-24713,118667
2941,20090402,2009-04-02,73400,72500,75900,72200,170375,72500,900,170375,-55584,45835,124540
2940,20090403,2009-04-03,80500,75700,82700,74000,175904,73400,7100,175904,-45450,92021,83883
2939,20090406,2009-04-06,82800,83200,85300,82500,195956,80500,2300,195956,-119020,133556,62400
2938,20090407,2009-04-07,79000,83200,84000,78400,127878,82800,-3800,127878,-12435,-17394,127878
2937,20090408,2009-04-08,76400,77000,78700,75900,118611,79000,-2600,118611,-19287,22402,96209
2936,20090409,2009-04-09,76700,76600,78000,74900,223544,76400,300,223544,-21956,-10929,223544
2935,20090410,2009-04-10,76800,77200,78300,76000,210674,76700,100,210674,-6995,-6381,210674
2934,20090413,2009-04-13,77300,76500,79500,76100,107553,76800,500,107553,15250,2692,89611
2933,20090414,2009-04-14,78800,77800,79600,77800,180605,77300,1500,180605,-23769,33306,147299
2932,20090415,2009-04-15,78300,78500,79300,77500,133768,78800,-500,133768,8691,-3434,125077
2931,20090416,2009-04-16,76900,78600,80000,76000,171532,78300,-1400,171532,-18818,14,171518
2930,20090417,2009-04-17,71800,76100,76900,71800,223544,76900,-5100,223544,-18431,-63570,223544
2929,20090420,2009-04-20,73300,72600,74900,71800,69379,71800,1500,69379,-2995,9321,60058
2928,20090421,2009-04-21,75300,72400,76700,72100,78516,73300,2000,78516,4110,34924,39482
2927,20090422,2009-04-22,74600,75300,75900,73200,95602,75300,-700,95602,-11489,-18161,95602
2926,20090423,2009-04-23,79800,75300,80200,75300,208276,74600,5200,208276,15977,73075,119224
2925,20090424,2009-04-24,78500,79200,80200,77800,94668,79800,-1300,94668,-11577,17310,77358
