상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,행정동코드,행정동명,도로명주소,lon,lat
D,소매,D01,음/식료품소매,D01A12,수산물소매,G47213,수산물 소매업,3611031000,연기면,"세종특별자치시 연기면 당산로 214, (보통리)",127.2784186,36.55232403
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611051500,새롬동,"세종특별자치시 국세청로 4, (나성동)",127.2588677,36.48591963
D,소매,D16,화장품소매,D16A01,화장품판매점,G47813,화장품 및 방향제 소매업,3611051500,새롬동,"세종특별자치시 나성남로 7-16, (나성동)",127.2621711,36.48240731
D,소매,D18,사진/광학/정밀기기소매,D18A02,핸드폰소매,G47312,통신기기 소매업,3611034000,금남면,"세종특별자치시 금남면 성강길 215-2, (성강리)",127.2498818,36.42353471
D,소매,D05,의복의류,D05A01,일반의류,G47416,셔츠 및 기타 의복 소매업,3611052000,도담동,"세종특별자치시 가름로 194, (어진동)",127.2615319,36.49684092
Q,음식,Q03,일식/수산물,Q03A03,음식점-초밥전문,I56113,일식 음식점업,3611051500,새롬동,"세종특별자치시 새롬중앙로 34, (새롬동)",127.2524967,36.48459115
D,소매,D23,자동차/자동차용품,D23A04,타이어판매,G45211,자동차 타이어 및 튜브 판매업,3611036000,연서면,"세종특별자치시 연서면 월성로 6, (월하리)",127.2895082,36.57331676
Q,음식,Q03,일식/수산물,Q03A01,횟집,I56111,한식 음식점업,3611056000,보람동,"세종특별자치시 호려울로 9, (보람동)",127.288245,36.47708624
D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,3611051500,새롬동,"세종특별자치시 새롬중앙로 47, (새롬동)",127.2507852,36.48500399
Q,음식,Q03,일식/수산물,Q03A06,아구전문,I56111,한식 음식점업,3611052000,도담동,"세종특별자치시 보듬3로 8-27, (도담동)",127.257835,36.51461705
Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,3611037000,전의면,"세종특별자치시 전의면 운주산로 1196, (읍내리)",127.2042952,36.67948924
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611052000,도담동,"세종특별자치시 보듬3로 38, (도담동)",127.2553925,36.51202435
R,학문/교육,R02,학원-창업취업취미,R02A02,학원-경리,P85699,그외 기타 분류안된 교육기관,3611025000,조치원읍,"세종특별자치시 조치원읍 새내10길 61, (상리)",127.3016853,36.60079448
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611052000,도담동,"세종특별자치시 보듬3로 8-20, (도담동)",127.2586084,36.51429742
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 도움3로 105-7, (종촌동)",127.2496483,36.50451726
Q,음식,Q05,닭/오리요리,Q05A09,오리고기전문,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 행복7길 5, (침산리)",127.2902099,36.60285353
Q,음식,Q01,한식,Q01A03,곱창/양구이전문,I56111,한식 음식점업,3611052000,도담동,"세종특별자치시 보듬3로 8-29, (도담동)",127.2578079,36.51511255
Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,3611052000,도담동,"세종특별자치시 절재로 194, (어진동)",127.2624501,36.5083011
Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,3611055000,고운동,"세종특별자치시 고운서길 13, (고운동)",127.2345465,36.50544871
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내10길 64, (명리)",127.3017108,36.60044315
F,생활서비스,F01,이/미용/건강,F01A03,비만/피부관리,,,3611025000,조치원읍,"세종특별자치시 조치원읍 도장말길 21, (죽림리)",127.2968093,36.58877975
R,학문/교육,R05,학원-음악미술무용,R05A01,서예/서화/미술,P85620,예술 학원,3611051500,새롬동,"세종특별자치시 새롬북로 13, (새롬동, 새뜸마을캐슬앤파밀리에4단지)",127.2458824,36.48649617
D,소매,D03,종합소매점,D03A02,수퍼마켓,G47121,슈퍼마켓,3611036000,연서면,"세종특별자치시 연서면 봉암길 146-4, (봉암리)",127.2837072,36.56265677
F,생활서비스,F01,이/미용/건강,F01A03,비만/피부관리,,,3611054000,종촌동,"세종특별자치시 도움3로 105-5, (종촌동)",127.2495346,36.50473284
Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,3611025000,조치원읍,"세종특별자치시 조치원읍 장안2길 98, (남리)",127.3029939,36.59696299
R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,3611056000,보람동,"세종특별자치시 남세종로 384, (보람동, 호려울마을9단지)",127.2948849,36.48077561
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055000,고운동,"세종특별자치시 마음로 242, (고운동)",127.2327454,36.51827046
F,생활서비스,F02,세탁/가사서비스,F02A05,청소/소독,,,3611056000,보람동,"세종특별자치시 한누리대로 2135, (보람동)",127.2892712,36.47836308
Q,음식,Q03,일식/수산물,Q03A07,민물장어전문,I56111,한식 음식점업,3611034000,금남면,"세종특별자치시 금남면 국곡길 126-11, (국곡리)",127.2754335,36.43518319
Q,음식,Q03,일식/수산물,Q03A05,해물찜/탕전문,I56111,한식 음식점업,3611052000,도담동,"세종특별자치시 보듬3로 8-29, (도담동)",127.2578079,36.51511255
D,소매,D05,의복의류,D05A06,맞춤양장/양장점,G47413,남녀용 정장 소매업,3611051500,새롬동,"세종특별자치시 새롬중앙로 33, (새롬동)",127.2518434,36.48404632
Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,3611057000,대평동,"세종특별자치시 시청대로 20, (대평동)",127.2753247,36.47445801
Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,3611035000,장군면,"세종특별자치시 장군면 대학길 118, (금암리, 영조정보마을아파트)",127.2108532,36.4486797
Q,음식,Q03,일식/수산물,Q03A01,횟집,I56111,한식 음식점업,3611051000,한솔동,"세종특별자치시 누리로 59, (한솔동, 첫마을푸르지오5단지)",127.2490499,36.47515174
Q,음식,Q09,유흥주점,Q09A02,소주방/포장마차,I56219,기타 주점업,3611052000,도담동,"세종특별자치시 보듬3로 8-37, (도담동)",127.2578482,36.51557243
D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,3611051000,한솔동,"세종특별자치시 누리로 54, (한솔동, 첫마을푸르지오5단지)",127.251953,36.47613428
Q,음식,Q03,일식/수산물,Q03A05,해물찜/탕전문,I56111,한식 음식점업,3611052000,도담동,"세종특별자치시 한누리대로 589, (도담동)",127.2584589,36.5159277
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611051500,새롬동,"세종특별자치시 한누리대로 284, (나성동)",127.2572148,36.48955029
Q,음식,Q10,별식/퓨전요리,Q10A05,순대전문점,I56111,한식 음식점업,3611033000,부강면,"세종특별자치시 부강면 부강외천로 103, (문곡리)",127.3789032,36.52744831
Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,3611025000,조치원읍,"세종특별자치시 조치원읍 행복12길 1, (침산리)",127.2927507,36.60368874
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611034000,금남면,"세종특별자치시 금남면 용포로 105, (용포리)",127.2816672,36.46795346
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 시청대로 219, (보람동)",127.2938072,36.48393254
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 가름로 194, (어진동)",127.2615319,36.49684092
Q,음식,Q09,유흥주점,Q09A07,기타일반유흥주점,I56211,일반유흥 주점업,3611051500,새롬동,"세종특별자치시 나성로 125-16, (나성동)",127.2577565,36.49009439
D,소매,D02,선물/팬시/기념품,D02A02,꽃집/꽃배달,G47851,화초 및 산식물 소매업,3611055000,고운동,"세종특별자치시 고운서길 7, (고운동)",127.2347488,36.50530582
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611051500,새롬동,"세종특별자치시 한누리대로 321, (나성동)",127.2557866,36.49300208
D,소매,D18,사진/광학/정밀기기소매,D18A04,안경원,G47822,안경 소매업,3611053000,아름동,"세종특별자치시 보듬3로 92, (아름동)",127.2494765,36.51190617
R,학문/교육,R09,학원기타,R09A01,학원(종합),P85501,일반 교과 학원,3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 133, (교리)",127.2973329,36.60375189
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 호려울로 19, (보람동)",127.2892781,36.47760609
D,소매,D21,철물/난방/건설자재소매,D21A06,철물/건설자재소매,G47511,철물 및 난방용구 소매업,3611034000,금남면,"세종특별자치시 금남면 남곡1길 18-13, (남곡리)",127.3155163,36.46844078
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611052000,도담동,"세종특별자치시 가름로 232, (어진동)",127.2649144,36.49561813
D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,3611057000,대평동,"세종특별자치시 대평로 86, (대평동)",127.2763812,36.47484294
Q,음식,Q04,분식,Q04A03,떡볶이전문,I56194,분식 및 김밥 전문점,3611056000,보람동,"세종특별자치시 한누리대로 2149, (보람동)",127.2878367,36.47780478
D,소매,D05,의복의류,D05A01,일반의류,G47416,셔츠 및 기타 의복 소매업,3611052000,도담동,"세종특별자치시 가름로 180, (어진동)",127.2598742,36.49744348
Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,3611033000,부강면,"세종특별자치시 부강면 부강외천로 138, (문곡리)",127.3825878,36.52749448
D,소매,D12,가전제품소매,D12A01,일반가전제품,G47320,가전제품 소매업,3611051500,새롬동,"세종특별자치시 한누리대로 321, (나성동)",127.2557866,36.49300208
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611033000,부강면,"세종특별자치시 부강면 부강4길 19, (부강리)",127.3683218,36.52963678
N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A01,인터넷PC방,R91222,컴퓨터 게임방 운영업,3611034000,금남면,"세종특별자치시 금남면 용포로 45, (용포리)",127.2803543,36.46271844
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 으뜸길 233, (원리)",127.2965334,36.60193575
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611054000,종촌동,"세종특별자치시 도움1로 105, (종촌동, 가재마을현대엠코타운5단지)",127.2453131,36.50147084
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611051000,한솔동,"세종특별자치시 노을3로 19, 201동  (한솔동, 첫마을퍼스트프라임2단지)",127.260071,36.48143901
D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,3611051500,새롬동,"세종특별자치시 새롬중앙로 20, (새롬동, 새뜸마을8단지)",127.2533656,36.48359623
Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,3611055500,소담동,"세종특별자치시 한누리대로 1948, (반곡동)",127.3028768,36.49057381
Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내6길 36, (남리)",127.3005889,36.59842688
F,생활서비스,F01,이/미용/건강,F01A02,발/네일케어,S96119,기타미용업,3611051500,새롬동,"세종특별자치시 다정중앙로 52, (다정동)",127.2492584,36.49517818
D,소매,D21,철물/난방/건설자재소매,D21A06,철물/건설자재소매,G47511,철물 및 난방용구 소매업,3611034000,금남면,"세종특별자치시 금남면 금남구즉로 473, (황용리)",127.3282581,36.48017506
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 한누리대로 288, (나성동, 세종갤러리밸류시티)",127.2570996,36.48992808
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611052000,도담동,"세종특별자치시 절재로 154, (어진동)",127.2587971,36.50738626
Q,음식,Q01,한식,Q01A19,냉면집,I56111,한식 음식점업,3611054000,종촌동,"세종특별자치시 도움3로 105-2, (종촌동)",127.2488976,36.50480093
Q,음식,Q04,분식,Q04A03,떡볶이전문,I56194,분식 및 김밥 전문점,3611051500,새롬동,"세종특별자치시 새롬중앙로 47, (새롬동)",127.2507852,36.48500399
Q,음식,Q06,양식,Q06A07,기타전문서양음식점,I56114,서양식 음식점업,3611052000,도담동,"세종특별자치시 도움8로 11-11, (어진동)",127.2628709,36.50748359
R,학문/교육,R09,학원기타,R09A09,학원-말더듬,P85699,그외 기타 분류안된 교육기관,3611051500,새롬동,"세종특별자치시 새롬중앙로 62-15, (새롬동)",127.251201,36.48701632
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 나성로 125-4, (나성동)",127.2588936,36.49023664
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611036000,연서면,"세종특별자치시 연서면 와룡로 606, (용암리)",127.2277022,36.59762541
Q,음식,Q01,한식,Q01A99,기타고기요리,I56111,한식 음식점업,3611037000,전의면,"세종특별자치시 전의면 운주산로 1174, (동교리)",127.2063975,36.6796024
Q,음식,Q05,닭/오리요리,Q05A02,닭갈비전문,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 행복길 20, (침산리)",127.2917153,36.603241
D,소매,D12,가전제품소매,D12A01,일반가전제품,G47320,가전제품 소매업,3611051500,새롬동,"세종특별자치시 한누리대로 321, (나성동)",127.2557866,36.49300208
D,소매,D12,가전제품소매,D12A01,일반가전제품,G47320,가전제품 소매업,3611052000,도담동,"세종특별자치시 한누리대로 499, (어진동)",127.2611239,36.50806759
Q,음식,Q06,양식,Q06A07,기타전문서양음식점,I56114,서양식 음식점업,3611052000,도담동,"세종특별자치시 보듬3로 8-20, (도담동)",127.2586084,36.51429742
Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,3611056000,보람동,"세종특별자치시 남세종로 462, (보람동)",127.28885,36.47682849
D,소매,D03,종합소매점,D03B10,할인점,G47119,기타 대형 종합 소매업,3611055500,소담동,"세종특별자치시 남세종로 357, (소담동, 새샘마을1단지)",127.2988061,36.48032107
Q,음식,Q10,별식/퓨전요리,Q10A01,죽전문점,I56111,한식 음식점업,3611057000,대평동,"세종특별자치시 한누리대로 2270, (대평동)",127.2764015,36.4726621
Q,음식,Q01,한식,Q01A19,냉면집,I56111,한식 음식점업,3611053000,아름동,"세종특별자치시 보듬3로 92, (아름동)",127.2494765,36.51190617
D,소매,D03,종합소매점,D03B10,할인점,G47119,기타 대형 종합 소매업,3611039000,소정면,"세종특별자치시 소정면 도래말길 6, (운당리)",127.1511802,36.69916483
F,생활서비스,F05,인력/고용/용역알선,F05A02,인력공급/고용알선,,,3611033000,부강면,"세종특별자치시 부강면 부촌길 61, (부강리)",127.3656385,36.53139795
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611051500,새롬동,"세종특별자치시 한누리대로 288, (나성동, 세종갤러리밸류시티)",127.2570773,36.48991893
D,소매,D07,가정/주방/인테리어,D07A10,조명기구/전기용품,G47591,전기용품 및 조명장치 소매업,3611051500,새롬동,"세종특별자치시 다정남로 22, (다정동, 가온마을1단지)",127.2432394,36.49087739
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611055500,소담동,"세종특별자치시 시청대로 236, (소담동, 새샘마을모아미래도리버시티3단지)",127.2960514,36.48506332
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611025000,조치원읍,"세종특별자치시 조치원읍 문화길 13, (침산리)",127.2896584,36.60083155
R,학문/교육,R04,학원-어학,R04A02,학원-어린이영어,P85502,외국어학원,3611055000,고운동,"세종특별자치시 마음로 272-22, (고운동)",127.2352836,36.51903477
Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,3611051500,새롬동,"세종특별자치시 나성로 125-16, (나성동)",127.2577565,36.49009439
Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,3611052000,도담동,"세종특별자치시 보듬3로 8-29, (도담동)",127.2578079,36.51511255
Q,음식,Q07,패스트푸드,Q07A03,핫도그,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",3611056000,보람동,"세종특별자치시 남세종로 454, (보람동)",127.2897054,36.47724815
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611056000,보람동,"세종특별자치시 한누리대로 2149, (보람동)",127.2878367,36.47780478
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611051500,새롬동,"세종특별자치시 한누리대로 194, (나성동)",127.2613679,36.48237531
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611054000,종촌동,"세종특별자치시 도움1로 74, (종촌동, 가재마을제일풍경채에듀파크10단지)",127.2532015,36.50185393
Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,3611034000,금남면,"세종특별자치시 금남면 금남구즉로 356, (장재리)",127.31551,36.48058027
R,학문/교육,R07,학원-예능취미체육,R07A20,태권도장,P85611,스포츠 교육기관,3611055000,고운동,"세종특별자치시 마음로 70, (고운동)",127.2343833,36.50501508
D,소매,D14,운동/경기용품소매,D14A08,등산용품판매,G47631,운동 및 경기용품 소매업,3611052000,도담동,"세종특별자치시 갈매로 353, (어진동)",127.2626266,36.49557697
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611052000,도담동,"세종특별자치시 가름로 232, (어진동)",127.2649144,36.49561813
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 보듬3로 104-17, (아름동)",127.24954,36.51226705
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 한누리대로 234, (나성동)",127.2591162,36.48561476
Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,3611056000,보람동,"세종특별자치시 호려울로 51, (보람동)",127.2893531,36.477949
Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,3611055000,고운동,"세종특별자치시 마음로 272-9, (고운동)",127.2360641,36.5191389
Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,3611055500,소담동,"세종특별자치시 소담1로 12, (소담동)",127.3014758,36.48501408
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611051500,새롬동,"세종특별자치시 한누리대로 321, (나성동)",127.2557866,36.49300208
N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A01,인터넷PC방,R91222,컴퓨터 게임방 운영업,3611055000,고운동,"세종특별자치시 고운서길 19, (고운동)",127.2339843,36.50585065
F,생활서비스,F13,기타서비스업,F13A01,사업경영상담,M71531,경영컨설팅업,3611052000,도담동,"세종특별자치시 가름로 232, (어진동)",127.2649144,36.49561813
F,생활서비스,F01,이/미용/건강,F01A03,비만/피부관리,,,3611052000,도담동,"세종특별자치시 보듬3로 8-29, (도담동)",127.2578079,36.51511255
D,소매,D18,사진/광학/정밀기기소매,D18A02,핸드폰소매,G47312,통신기기 소매업,3611054000,종촌동,"세종특별자치시 달빛로 59, (종촌동)",127.2497626,36.5042386
F,생활서비스,F14,자동차/이륜차,F14A05,광택전문,S95213,자동차 세차업,3611031000,연기면,"세종특별자치시 연기면 조뱅이길 76-15, (수산리)",127.2335144,36.53652499
N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A01,인터넷PC방,R91222,컴퓨터 게임방 운영업,3611052000,도담동,"세종특별자치시 보듬3로 8-20, (도담동)",127.2586084,36.51429742
N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A01,인터넷PC방,R91222,컴퓨터 게임방 운영업,3611055000,고운동,"세종특별자치시 마음로 272-22, (고운동)",127.2352836,36.51903477
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 도움3로 125, (종촌동)",127.2468676,36.50462591
F,생활서비스,F01,이/미용/건강,F01A02,발/네일케어,S96119,기타미용업,3611052000,도담동,"세종특별자치시 보듬4로 9, (도담동, 도램마을반도유보라11단지)",127.2606407,36.51309339
F,생활서비스,F17,예식/의례/관혼상제,F17A04,폐백전문,I56131,출장 음식 서비스업,3611025000,조치원읍,"세종특별자치시 조치원읍 산막2길 7, (죽림리, 신동아)",127.2968029,36.59318662
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611033000,부강면,"세종특별자치시 부강면 부강5길 5, (부강리)",127.3676849,36.52831762
Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,3611052000,도담동,"세종특별자치시 보듬3로 8-29, (도담동)",127.2578079,36.51511255
D,소매,D05,의복의류,D05A05,아동복판매,G47416,셔츠 및 기타 의복 소매업,3611054000,종촌동,"세종특별자치시 도움1로 106, (종촌동)",127.2481243,36.50281338
D,소매,D05,의복의류,D05A05,아동복판매,G47416,셔츠 및 기타 의복 소매업,3611052000,도담동,"세종특별자치시 절재로 194, (어진동)",127.2624501,36.5083011
D,소매,D08,사무/문구/컴퓨터,D08A01,사무/문구용품,G47612,문구용품 소매업,3611052000,도담동,"세종특별자치시 한누리대로 411, (어진동)",127.258868,36.50112322
D,소매,D08,사무/문구/컴퓨터,D08A01,사무/문구용품,G47612,문구용품 소매업,3611054000,종촌동,"세종특별자치시 달빛로 59, (종촌동)",127.2497626,36.5042386
F,생활서비스,F01,이/미용/건강,F01A02,발/네일케어,S96119,기타미용업,3611055000,고운동,"세종특별자치시 마음안로 48, (고운동, 가락마을이지더원4단지)",127.2372689,36.50672785
Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,3611051000,한솔동,"세종특별자치시 나리로 57, 701동  (한솔동, 첫마을래미안7단지)",127.2557249,36.47612181
R,학문/교육,R09,학원기타,R09A01,학원(종합),P85501,일반 교과 학원,3611025000,조치원읍,"세종특별자치시 조치원읍 도장말길 48, (죽림리)",127.2967872,36.59121288
F,생활서비스,F01,이/미용/건강,F01A03,비만/피부관리,,,3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 117-1, (교리)",127.2977023,36.60246534
D,소매,D21,철물/난방/건설자재소매,D21A06,철물/건설자재소매,G47511,철물 및 난방용구 소매업,3611039000,소정면,"세종특별자치시 소정면 궁리길 16-29, (대곡리)",127.1613071,36.72708311
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611039000,소정면,"세종특별자치시 소정면 차령고개로 1081, (운당리)",127.1560494,36.69088152
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611051000,한솔동,"세종특별자치시 나리로 38, (한솔동, 첫마을래미안7단지)",127.2556171,36.47456202
D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,3611051500,새롬동,"세종특별자치시 다정남로 22, (다정동, 가온마을1단지)",127.2448039,36.49297813
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 남세종로 441, (보람동, 호려울마을5단지)",127.290456,36.47692817
Q,음식,Q05,닭/오리요리,Q05A01,삼계탕전문,I56111,한식 음식점업,3611035000,장군면,"세종특별자치시 장군면 장기초교길 76-3, (은용리)",127.2128092,36.49353737
D,소매,D08,사무/문구/컴퓨터,D08A01,사무/문구용품,G47612,문구용품 소매업,3611053000,아름동,"세종특별자치시 보듬3로 92, (아름동)",127.2494765,36.51190617
D,소매,D08,사무/문구/컴퓨터,D08A01,사무/문구용품,G47612,문구용품 소매업,3611055000,고운동,"세종특별자치시 고운서길 13, (고운동)",127.2345465,36.50544871
F,생활서비스,F14,자동차/이륜차,F14A05,광택전문,S95213,자동차 세차업,3611035000,장군면,"세종특별자치시 장군면 장척로 477, (대교리)",127.2119367,36.50143529
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611057000,대평동,"세종특별자치시 한누리대로 2236, (대평동)",127.2770901,36.47421638
F,생활서비스,F14,자동차/이륜차,F14A04,세차장,S95213,자동차 세차업,3611054000,종촌동,"세종특별자치시 달빛1로 74, (종촌동, 가재마을세경6단지)",127.2456802,36.50619554
Q,음식,Q06,양식,Q06A05,패밀리레스토랑,I56114,서양식 음식점업,3611038000,전동면,"세종특별자치시 전동면 솔티로 384-16, (송성리)",127.220157,36.62991135
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611051500,새롬동,"세종특별자치시 새롬중앙1로 13, (새롬동, 새뜸마을메이저시티6단지)",127.2498825,36.48370957
D,소매,D21,철물/난방/건설자재소매,D21A08,셔터/새시판매,G47511,철물 및 난방용구 소매업,3611035000,장군면,"세종특별자치시 장군면 봉안산소골길 4-7, (봉안리)",127.221712,36.4995348
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 보듬1로 12, (도담동, 도램마을행복2차7단지)",127.2598223,36.50993406
Q,음식,Q01,한식,Q01A05,해장국/감자탕,I56111,한식 음식점업,3611052000,도담동,"세종특별자치시 보듬3로 8-15, (도담동)",127.2580659,36.51381641
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611051500,새롬동,"세종특별자치시 새롬중앙로 47, (새롬동)",127.2507852,36.48500399
F,생활서비스,F01,이/미용/건강,F01A02,발/네일케어,S96119,기타미용업,3611052000,도담동,"세종특별자치시 보듬3로 7, (도담동, 도램마을행복1차8단지)",127.2584042,36.51113288
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611056000,보람동,"세종특별자치시 한누리대로 2129, (보람동)",127.2897603,36.47857327
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611034000,금남면,"세종특별자치시 금남면 영치안골길 68-9, (영치리)",127.2993114,36.45765819
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 도움1로 108, (종촌동)",127.2476344,36.50267511
Q,음식,Q10,별식/퓨전요리,Q10A01,죽전문점,I56111,한식 음식점업,3611055000,고운동,"세종특별자치시 고운서길 14, (고운동)",127.2349009,36.50573036
Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,3611025000,조치원읍,"세종특별자치시 조치원읍 원마루길 7, (서창리)",127.2926329,36.60924847
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611051500,새롬동,"세종특별자치시 한누리대로 201, (나성동)",127.2600488,36.48260145
Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,3611054000,종촌동,"세종특별자치시 도움3로 159, (종촌동, 가재마을중흥S클래스3단지)",127.2437487,36.50393027
