계약년월,계약일,시군구,도로조건,계약면적(㎡),전월세구분,보증금(만원),월세(만원),건축년도
202002,12,세종특별자치시 장군면 도계리,-,50,전세,"8,000",0,2015
202008,13,세종특별자치시 장군면 도계리,-,50,전세,"7,000",0,2013
202002,20,세종특별자치시 장군면 도계리,-,50,전세,"6,500",0,2013
202003,23,세종특별자치시 장군면 도계리,8m미만,50,전세,"6,000",0,2012
202005,16,세종특별자치시 장군면 도계리,8m미만,52.62,월세,500,25,
202002,4,세종특별자치시 장군면 도계리,8m미만,52.89,전세,"5,000",0,2015
202007,31,세종특별자치시 장군면 도계리,8m미만,75.52,전세,"30,000",0,2019
202003,25,세종특별자치시 장군면 도계리,8m미만,76.35,월세,"1,000",30,1994
202011,20,세종특별자치시 장군면 도계리,8m미만,84.5,월세,"3,000",30,2018
202003,19,세종특별자치시 장군면 도계리,12m미만,87.3,전세,"3,500",0,2013
202002,27,세종특별자치시 장군면 도계리,8m미만,99.18,월세,"1,000",21,2006
202005,16,세종특별자치시 장군면 도계리,12m미만,172.17,월세,"2,000",80,1990
202005,18,세종특별자치시 장군면 봉안리,8m미만,16.53,월세,100,25,2014
202012,25,세종특별자치시 장군면 봉안리,8m미만,17.16,전세,"4,000",0,2014
202007,24,세종특별자치시 장군면 봉안리,8m미만,17.51,전세,"4,000",0,2013
202003,20,세종특별자치시 장군면 봉안리,-,18.36,월세,200,33,2015
202005,4,세종특별자치시 장군면 봉안리,8m미만,20,월세,"1,000",28,2015
202005,4,세종특별자치시 장군면 봉안리,8m미만,20,월세,"1,800",15,2013
202006,8,세종특별자치시 장군면 봉안리,12m미만,20,월세,100,30,2012
202005,9,세종특별자치시 장군면 봉안리,8m미만,20,월세,100,30,2014
202002,10,세종특별자치시 장군면 봉안리,8m미만,20,월세,50,30,2012
202010,12,세종특별자치시 장군면 봉안리,8m미만,20,월세,50,30,2014
202006,12,세종특별자치시 장군면 봉안리,8m미만,20,월세,100,30,2013
202006,13,세종특별자치시 장군면 봉안리,8m미만,20,월세,100,30,2013
202006,25,세종특별자치시 장군면 봉안리,8m미만,20,월세,100,30,2014
202012,28,세종특별자치시 장군면 봉안리,8m미만,20,월세,100,30,2013
202001,29,세종특별자치시 장군면 봉안리,8m미만,20,월세,50,30,2013
202012,9,세종특별자치시 장군면 봉안리,8m미만,20,전세,"3,300",0,2014
202006,9,세종특별자치시 장군면 봉안리,8m미만,20,전세,"4,000",0,2015
202010,10,세종특별자치시 장군면 봉안리,-,20,전세,"4,000",0,2015
202012,12,세종특별자치시 장군면 봉안리,8m미만,20,전세,"3,300",0,2014
202001,13,세종특별자치시 장군면 봉안리,8m미만,20,전세,"5,500",0,2014
202003,14,세종특별자치시 장군면 봉안리,8m미만,20,전세,"4,000",0,2013
202006,15,세종특별자치시 장군면 봉안리,8m미만,20,전세,"3,300",0,2014
202009,17,세종특별자치시 장군면 봉안리,8m미만,20,전세,"3,000",0,2013
202002,19,세종특별자치시 장군면 봉안리,8m미만,20,전세,"3,500",0,2015
202010,22,세종특별자치시 장군면 봉안리,12m미만,20,전세,"3,200",0,2012
202002,26,세종특별자치시 장군면 봉안리,8m미만,20,전세,"4,000",0,2014
202002,27,세종특별자치시 장군면 봉안리,8m미만,20,전세,"3,300",0,2014
202001,27,세종특별자치시 장군면 봉안리,8m미만,20,전세,"3,500",0,2013
202010,20,세종특별자치시 장군면 봉안리,8m미만,21.61,월세,50,30,2013
202008,8,세종특별자치시 장군면 봉안리,12m미만,21.97,전세,"4,000",0,2012
202002,29,세종특별자치시 장군면 봉안리,12m미만,21.97,전세,"3,000",0,2012
202012,2,세종특별자치시 장군면 봉안리,8m미만,21.98,전세,"4,500",0,2013
202006,5,세종특별자치시 장군면 봉안리,8m미만,22,월세,100,30,2017
202001,7,세종특별자치시 장군면 봉안리,8m미만,22,월세,"1,000",20,2015
202003,14,세종특별자치시 장군면 봉안리,-,22,월세,100,28,2014
202008,14,세종특별자치시 장군면 봉안리,8m미만,22,월세,200,35,2015
202007,18,세종특별자치시 장군면 봉안리,8m미만,22,월세,100,31,2014
202009,19,세종특별자치시 장군면 봉안리,8m미만,22,월세,100,30,2013
202005,19,세종특별자치시 장군면 봉안리,8m미만,22,월세,200,30,2017
202012,19,세종특별자치시 장군면 봉안리,-,22,월세,200,35,2013
202009,21,세종특별자치시 장군면 봉안리,8m미만,22,월세,100,30,2014
202002,24,세종특별자치시 장군면 봉안리,-,22,월세,"2,000",20,2014
202002,7,세종특별자치시 장군면 봉안리,12m미만,22,전세,"3,000",0,2012
202011,7,세종특별자치시 장군면 봉안리,-,22,전세,"3,500",0,2014
202011,7,세종특별자치시 장군면 봉안리,-,22,전세,"3,500",0,2014
202009,8,세종특별자치시 장군면 봉안리,8m미만,22,전세,"3,000",0,2013
202008,8,세종특별자치시 장군면 봉안리,-,22,전세,"4,000",0,2014
202011,11,세종특별자치시 장군면 봉안리,8m미만,22,전세,"4,500",0,2015
202003,12,세종특별자치시 장군면 봉안리,8m미만,22,전세,"4,000",0,2014
202003,12,세종특별자치시 장군면 봉안리,-,22,전세,"4,000",0,2014
202008,15,세종특별자치시 장군면 봉안리,-,22,전세,"3,500",0,2013
202001,16,세종특별자치시 장군면 봉안리,-,22,전세,"3,000",0,2013
202011,16,세종특별자치시 장군면 봉안리,-,22,전세,"3,500",0,2013
202007,17,세종특별자치시 장군면 봉안리,8m미만,22,전세,"3,500",0,2014
202009,18,세종특별자치시 장군면 봉안리,-,22,전세,"4,500",0,2013
202006,20,세종특별자치시 장군면 봉안리,-,22,전세,"3,500",0,2013
202002,20,세종특별자치시 장군면 봉안리,8m미만,22,전세,"4,000",0,2014
202007,20,세종특별자치시 장군면 봉안리,8m미만,22,전세,"4,000",0,2014
202005,21,세종특별자치시 장군면 봉안리,8m미만,22,전세,"4,000",0,2014
202004,22,세종특별자치시 장군면 봉안리,8m미만,22,전세,"4,000",0,2017
202012,22,세종특별자치시 장군면 봉안리,8m미만,22,전세,"4,000",0,2013
202010,24,세종특별자치시 장군면 봉안리,8m미만,22,전세,"4,500",0,2013
202009,25,세종특별자치시 장군면 봉안리,-,22,전세,"3,500",0,2013
202009,25,세종특별자치시 장군면 봉안리,-,22,전세,"3,500",0,2013
202009,25,세종특별자치시 장군면 봉안리,8m미만,22,전세,"4,000",0,2017
202002,26,세종특별자치시 장군면 봉안리,-,22,전세,"3,000",0,2013
202004,28,세종특별자치시 장군면 봉안리,8m미만,22,전세,"4,000",0,2014
202008,29,세종특별자치시 장군면 봉안리,8m미만,22,전세,"3,500",0,2013
202004,29,세종특별자치시 장군면 봉안리,8m미만,22,전세,"4,000",0,2014
202007,31,세종특별자치시 장군면 봉안리,-,22,전세,"4,000",0,2017
202011,20,세종특별자치시 장군면 봉안리,8m미만,22.25,전세,"3,500",0,2015
202009,22,세종특별자치시 장군면 봉안리,-,23,월세,100,25,2012
202007,7,세종특별자치시 장군면 봉안리,8m미만,23,전세,"3,000",0,2013
202008,7,세종특별자치시 장군면 봉안리,8m미만,24,전세,"4,000",0,2015
202001,14,세종특별자치시 장군면 봉안리,8m미만,25,월세,100,30,2013
202002,1,세종특별자치시 장군면 봉안리,12m미만,25,전세,"4,000",0,2012
202001,2,세종특별자치시 장군면 봉안리,8m미만,25,전세,"3,000",0,2014
202001,6,세종특별자치시 장군면 봉안리,8m미만,25,전세,"3,500",0,2013
202011,18,세종특별자치시 장군면 봉안리,8m미만,25,전세,"4,000",0,2014
202005,20,세종특별자치시 장군면 봉안리,12m미만,25,전세,"4,000",0,2012
202008,20,세종특별자치시 장군면 봉안리,-,25,전세,"5,000",0,2015
202004,23,세종특별자치시 장군면 봉안리,12m미만,25,전세,"4,000",0,2012
202008,24,세종특별자치시 장군면 봉안리,8m미만,25,전세,"3,500",0,2013
202006,25,세종특별자치시 장군면 봉안리,-,25,전세,"4,500",0,2017
202001,29,세종특별자치시 장군면 봉안리,8m미만,25,전세,"3,500",0,2014
202004,8,세종특별자치시 장군면 봉안리,8m미만,26,월세,"1,000",28,2015
202003,19,세종특별자치시 장군면 봉안리,8m미만,26,월세,"2,000",15,2013
202005,4,세종특별자치시 장군면 봉안리,8m미만,26,전세,"4,500",0,
202006,18,세종특별자치시 장군면 봉안리,8m미만,28,월세,200,35,2016
202011,17,세종특별자치시 장군면 봉안리,8m미만,28,전세,"4,000",0,2014
202012,18,세종특별자치시 장군면 봉안리,-,28,전세,"4,000",0,2014
202012,30,세종특별자치시 장군면 봉안리,-,28,전세,"4,000",0,2014
202005,9,세종특별자치시 장군면 봉안리,-,29,전세,"4,000",0,2012
202001,30,세종특별자치시 장군면 봉안리,8m미만,30,월세,200,35,2014
202001,4,세종특별자치시 장군면 봉안리,8m미만,30,전세,"4,000",0,2013
202008,26,세종특별자치시 장군면 봉안리,8m미만,33,전세,"5,000",0,2014
202012,7,세종특별자치시 장군면 봉안리,-,36,월세,300,40,
202012,17,세종특별자치시 장군면 봉안리,8m미만,38,월세,200,40,2016
202007,11,세종특별자치시 장군면 봉안리,8m미만,38,전세,"5,000",0,2017
202003,11,세종특별자치시 장군면 봉안리,-,38,전세,"5,000",0,2017
202011,14,세종특별자치시 장군면 봉안리,-,38,전세,"4,500",0,2013
202009,15,세종특별자치시 장군면 봉안리,8m미만,38,전세,"6,000",0,2017
202008,19,세종특별자치시 장군면 봉안리,8m미만,38,전세,"4,500",0,2014
202003,21,세종특별자치시 장군면 봉안리,8m미만,38,전세,"4,500",0,2014
202002,29,세종특별자치시 장군면 봉안리,8m미만,38,전세,"5,000",0,2017
202011,30,세종특별자치시 장군면 봉안리,8m미만,38,전세,"5,250",0,2016
202001,16,세종특별자치시 장군면 봉안리,8m미만,40,전세,"5,000",0,2016
202002,17,세종특별자치시 장군면 봉안리,8m미만,40,전세,"7,000",0,2013
202002,21,세종특별자치시 장군면 봉안리,8m미만,40,전세,"3,000",0,2014
202001,22,세종특별자치시 장군면 봉안리,-,40,전세,"4,500",0,2014
202009,23,세종특별자치시 장군면 봉안리,8m미만,40,전세,"7,000",0,2013
202009,27,세종특별자치시 장군면 봉안리,8m미만,40,전세,"3,000",0,2014
202004,6,세종특별자치시 장군면 봉안리,8m미만,43,전세,"5,000",0,2014
202006,26,세종특별자치시 장군면 봉안리,8m미만,43,전세,"5,000",0,2014
202006,10,세종특별자치시 장군면 봉안리,8m미만,46.5,전세,"3,500",0,2015
202003,30,세종특별자치시 장군면 봉안리,8m미만,48,월세,200,50,2017
202006,8,세종특별자치시 장군면 봉안리,8m미만,48,전세,"7,000",0,2014
202011,17,세종특별자치시 장군면 봉안리,8m미만,48,전세,"7,000",0,2014
202003,28,세종특별자치시 장군면 봉안리,8m미만,50,월세,"2,000",40,2012
202011,4,세종특별자치시 장군면 봉안리,8m미만,50,전세,"6,500",0,2012
202002,4,세종특별자치시 장군면 봉안리,8m미만,50,전세,"7,500",0,2017
202008,13,세종특별자치시 장군면 봉안리,8m미만,50,전세,"5,000",0,2014
202005,14,세종특별자치시 장군면 봉안리,8m미만,50,전세,"7,000",0,2013
202004,22,세종특별자치시 장군면 봉안리,8m미만,50,전세,"7,000",0,2014
202011,11,세종특별자치시 장군면 봉안리,8m미만,55,전세,"8,400",0,2016
202010,12,세종특별자치시 장군면 봉안리,-,55,전세,"8,000",0,2015
202009,14,세종특별자치시 장군면 봉안리,8m미만,56,전세,"7,500",0,2014
202009,8,세종특별자치시 장군면 봉안리,8m미만,58,전세,"7,500",0,2014
202008,20,세종특별자치시 장군면 봉안리,12m미만,59,전세,"8,000",0,2012
202004,6,세종특별자치시 장군면 봉안리,8m미만,75,전세,"8,000",0,2014
202012,13,세종특별자치시 장군면 봉안리,8m미만,99.45,전세,"17,000",0,2012
202006,11,세종특별자치시 장군면 봉안리,-,99.84,전세,"23,000",0,2018
202010,8,세종특별자치시 장군면 봉안리,8m미만,110,전세,"15,000",0,2017
202010,23,세종특별자치시 장군면 송학리,8m미만,27,월세,100,10,1991
202010,31,세종특별자치시 장군면 송학리,8m미만,126.26,전세,"15,000",0,2010
202002,1,세종특별자치시 장군면 은용리,8m미만,20,월세,100,25,2013
202009,2,세종특별자치시 장군면 은용리,-,20,월세,100,20,2013
202001,4,세종특별자치시 장군면 은용리,-,20,월세,100,20,2013
202011,6,세종특별자치시 장군면 은용리,8m미만,20,월세,100,33,2013
202008,10,세종특별자치시 장군면 은용리,8m미만,20,월세,50,23,2013
202007,25,세종특별자치시 장군면 은용리,8m미만,20,전세,"3,500",0,2013
202004,28,세종특별자치시 장군면 은용리,8m미만,20,전세,"3,500",0,2013
202009,9,세종특별자치시 장군면 은용리,12m미만,22,월세,100,27,2013
202008,11,세종특별자치시 장군면 은용리,12m미만,22,전세,"3,000",0,2013
202002,7,세종특별자치시 장군면 은용리,8m미만,25,월세,70,35,2013
202001,15,세종특별자치시 장군면 은용리,8m미만,25,월세,"4,000",5,2013
202011,21,세종특별자치시 장군면 은용리,8m미만,30,전세,"4,500",0,2013
202005,25,세종특별자치시 장군면 은용리,8m미만,40,월세,"1,000",40,2013
202003,28,세종특별자치시 장군면 은용리,12m미만,47,전세,"6,000",0,2013
202003,7,세종특별자치시 장군면 은용리,8m미만,50,전세,"7,000",0,2013
202006,8,세종특별자치시 장군면 은용리,8m미만,50,전세,"7,000",0,2013
202010,20,세종특별자치시 장군면 은용리,8m미만,66,월세,"1,000",50,2013
202008,1,세종특별자치시 장군면 은용리,8m미만,115.28,전세,"7,000",0,2020
202001,15,세종특별자치시 장군면 평기리,-,50.58,전세,"5,500",0,1950
202012,1,세종특별자치시 장군면 평기리,8m미만,60.52,월세,50,20,
202011,13,세종특별자치시 장군면 평기리,8m미만,75,월세,500,35,1997
202003,14,세종특별자치시 장군면 평기리,8m미만,87.24,전세,"12,000",0,2016
202007,1,세종특별자치시 장군면 하봉리,8m미만,17.75,전세,"3,500",0,2014
202012,30,세종특별자치시 장군면 하봉리,-,20,월세,100,22,2012
202011,15,세종특별자치시 장군면 하봉리,8m미만,20,전세,"2,500",0,2012
202007,11,세종특별자치시 장군면 하봉리,8m미만,22,월세,100,33,2014
202003,10,세종특별자치시 장군면 하봉리,8m미만,40,월세,"1,500",7,2012
202001,15,세종특별자치시 장군면 하봉리,8m미만,40,월세,"2,000",30,2012
202006,29,세종특별자치시 전동면 송성리,8m미만,235.63,전세,"7,000",0,2013
202008,5,세종특별자치시 전의면 관정리,8m미만,27.13,월세,300,30,2019
202010,10,세종특별자치시 전의면 관정리,8m미만,27.13,월세,500,30,2019
202008,7,세종특별자치시 전의면 달전리,12m미만,91.8,월세,"2,000",70,2020
202011,10,세종특별자치시 전의면 동교리,-,117.45,월세,"7,000",20,2012
202012,29,세종특별자치시 전의면 서정리,8m미만,66,월세,0,15,1976
202010,22,세종특별자치시 전의면 신정리,-,96.33,전세,"5,000",0,1996
202009,2,세종특별자치시 전의면 양곡리,-,70,전세,"5,000",0,1990
202005,15,세종특별자치시 전의면 읍내리,8m미만,30,전세,"2,500",0,2008
202010,17,세종특별자치시 전의면 읍내리,12m미만,39,월세,300,34,2013
202003,12,세종특별자치시 전의면 읍내리,12m미만,43,월세,950,10,2016
202004,24,세종특별자치시 전의면 읍내리,25m미만,50,월세,500,20,1959
202010,14,세종특별자치시 전의면 읍내리,-,60,월세,"1,000",40,
202002,21,세종특별자치시 조치원읍 교리,8m미만,14.85,월세,25,25,1981
202009,28,세종특별자치시 조치원읍 교리,25m미만,19,전세,"6,500",0,2017
202002,17,세종특별자치시 조치원읍 교리,-,20,월세,300,30,2014
202006,2,세종특별자치시 조치원읍 교리,8m미만,20,전세,"3,500",0,2014
202001,15,세종특별자치시 조치원읍 교리,-,20,전세,"3,500",0,2014
202002,25,세종특별자치시 조치원읍 교리,8m미만,20,전세,"5,000",0,2017
202002,26,세종특별자치시 조치원읍 교리,8m미만,20,전세,"5,000",0,2017
202012,21,세종특별자치시 조치원읍 교리,8m미만,23,월세,300,38,2017
202001,28,세종특별자치시 조치원읍 교리,8m미만,25,전세,"5,000",0,2017
202001,20,세종특별자치시 조치원읍 교리,-,26.4,월세,300,36,2017
202006,27,세종특별자치시 조치원읍 교리,25m미만,26.4,월세,300,37,2017
202002,27,세종특별자치시 조치원읍 교리,8m미만,29,월세,300,32,2014
202001,21,세종특별자치시 조치원읍 교리,8m미만,30,월세,500,50,2017
202012,20,세종특별자치시 조치원읍 교리,25m미만,30,전세,"3,500",0,2015
202008,22,세종특별자치시 조치원읍 교리,25m미만,30,전세,"3,500",0,2015
202012,29,세종특별자치시 조치원읍 교리,8m미만,31,전세,"3,500",0,2014
202002,11,세종특별자치시 조치원읍 교리,25m미만,33,전세,"5,000",0,2013
202011,23,세종특별자치시 조치원읍 교리,12m미만,33.05,월세,300,15,1984
202001,25,세종특별자치시 조치원읍 교리,25m미만,35,전세,"6,500",0,2017
202011,27,세종특별자치시 조치원읍 교리,8m미만,35,전세,"3,000",0,
202011,29,세종특별자치시 조치원읍 교리,8m미만,35,전세,"3,000",0,2003
202012,30,세종특별자치시 조치원읍 교리,12m미만,36,월세,300,45,2014
202001,3,세종특별자치시 조치원읍 교리,25m미만,37,월세,250,38,2013
202002,7,세종특별자치시 조치원읍 교리,25m미만,40,월세,500,58,2014
202005,29,세종특별자치시 조치원읍 교리,8m미만,40,월세,"2,000",45,2018
202009,4,세종특별자치시 조치원읍 교리,25m미만,40,전세,"6,500",0,2017
202002,6,세종특별자치시 조치원읍 교리,25m미만,40,전세,"6,500",0,2017
202002,8,세종특별자치시 조치원읍 교리,25m미만,40,전세,"6,500",0,2017
202009,14,세종특별자치시 조치원읍 교리,12m미만,40,전세,"5,000",0,2014
202007,23,세종특별자치시 조치원읍 교리,12m미만,40,전세,"3,500",0,2007
202001,30,세종특별자치시 조치원읍 교리,25m미만,42.36,전세,"6,000",0,1981
202001,22,세종특별자치시 조치원읍 교리,8m미만,45,전세,"5,000",0,2014
202005,15,세종특별자치시 조치원읍 교리,8m미만,45.42,전세,"2,500",0,1987
202009,10,세종특별자치시 조치원읍 교리,25m미만,50,월세,"1,000",45,2014
202007,13,세종특별자치시 조치원읍 교리,8m미만,50,월세,"7,800",10,2018
202010,15,세종특별자치시 조치원읍 교리,12m미만,50,월세,"1,000",57,2017
202003,28,세종특별자치시 조치원읍 교리,25m미만,50,월세,500,45,2015
202001,22,세종특별자치시 조치원읍 교리,8m미만,52,전세,"7,000",0,2017
202011,20,세종특별자치시 조치원읍 교리,12m미만,52.83,전세,"5,000",0,1988
202002,18,세종특별자치시 조치원읍 교리,12m미만,54.06,전세,"5,500",0,1969
202008,3,세종특별자치시 조치원읍 교리,8m미만,59.5,전세,"8,000",0,2018
202006,10,세종특별자치시 조치원읍 교리,25m미만,60,월세,"2,500",30,2015
202012,11,세종특별자치시 조치원읍 교리,8m미만,60,월세,200,30,2014
202010,16,세종특별자치시 조치원읍 교리,25m미만,60,월세,"2,000",35,2015
202010,29,세종특별자치시 조치원읍 교리,12m미만,60,월세,"4,000",35,2014
202004,3,세종특별자치시 조치원읍 교리,8m미만,60,전세,"8,500",0,2018
202007,4,세종특별자치시 조치원읍 교리,8m미만,60,전세,"7,300",0,2014
202001,16,세종특별자치시 조치원읍 교리,12m미만,60,전세,"7,500",0,2014
202005,28,세종특별자치시 조치원읍 교리,8m미만,60,전세,"7,500",0,2014
202011,23,세종특별자치시 조치원읍 교리,8m미만,66.53,전세,"9,000",0,1977
202007,22,세종특별자치시 조치원읍 교리,-,70,전세,"7,000",0,2015
202010,27,세종특별자치시 조치원읍 교리,25m미만,70,전세,"7,000",0,2015
202009,27,세종특별자치시 조치원읍 교리,-,72.93,월세,"2,000",40,1975
202007,7,세종특별자치시 조치원읍 교리,12m미만,80,전세,"14,000",0,2017
202004,12,세종특별자치시 조치원읍 교리,8m미만,82.6,월세,500,44,1994
202002,11,세종특별자치시 조치원읍 교리,12m미만,98.99,월세,500,45,2005
202009,4,세종특별자치시 조치원읍 남리,12m미만,18,전세,"4,000",0,2013
202009,26,세종특별자치시 조치원읍 남리,12m미만,18,전세,"4,000",0,2013
202009,12,세종특별자치시 조치원읍 남리,12m미만,20,월세,200,30,2013
202006,25,세종특별자치시 조치원읍 남리,-,20,월세,200,26,2012
202007,17,세종특별자치시 조치원읍 남리,12m미만,20,전세,"3,000",0,2013
202003,20,세종특별자치시 조치원읍 남리,12m미만,21,월세,100,25,
202008,11,세종특별자치시 조치원읍 남리,12m미만,21,전세,"3,000",0,
202007,11,세종특별자치시 조치원읍 남리,12m미만,21,전세,"3,500",0,2014
202010,31,세종특별자치시 조치원읍 남리,8m미만,22,전세,"4,000",0,2014
202012,5,세종특별자치시 조치원읍 남리,12m미만,23,월세,100,30,2013
202012,31,세종특별자치시 조치원읍 남리,12m미만,23.1,전세,"3,500",0,2013
202009,22,세종특별자치시 조치원읍 남리,8m미만,24,전세,"3,500",0,2014
202012,24,세종특별자치시 조치원읍 남리,25m미만,25,월세,"1,500",50,2019
202012,10,세종특별자치시 조치원읍 남리,-,25,전세,"4,000",0,2014
202009,14,세종특별자치시 조치원읍 남리,8m미만,25,전세,"3,500",0,2014
202005,20,세종특별자치시 조치원읍 남리,12m미만,25,전세,"3,500",0,2014
202011,20,세종특별자치시 조치원읍 남리,12m미만,25,전세,"4,000",0,2013
202007,23,세종특별자치시 조치원읍 남리,8m미만,26.44,전세,"3,500",0,2014
202012,7,세종특별자치시 조치원읍 남리,8m미만,29.7,전세,"6,000",0,2012
202012,15,세종특별자치시 조치원읍 남리,8m미만,29.7,전세,"8,000",0,2012
202007,4,세종특별자치시 조치원읍 남리,-,30,전세,"3,500",0,2014
202007,4,세종특별자치시 조치원읍 남리,-,30,전세,"3,500",0,2014
202007,4,세종특별자치시 조치원읍 남리,12m미만,30,전세,"3,500",0,2014
202010,7,세종특별자치시 조치원읍 남리,12m미만,30,전세,"4,000",0,2001
202009,9,세종특별자치시 조치원읍 남리,8m미만,30,전세,"3,500",0,2014
202008,14,세종특별자치시 조치원읍 남리,12m미만,30,전세,"5,000",0,2013
202005,16,세종특별자치시 조치원읍 남리,12m미만,30,전세,"3,000",0,2001
202010,27,세종특별자치시 조치원읍 남리,8m미만,30,전세,"3,500",0,1990
202012,2,세종특별자치시 조치원읍 남리,12m미만,33,월세,400,55,2014
202003,11,세종특별자치시 조치원읍 남리,12m미만,33,월세,"3,000",5,2013
202003,27,세종특별자치시 조치원읍 남리,12m미만,33,월세,"3,000",5,2013
202005,4,세종특별자치시 조치원읍 남리,8m미만,33,전세,"3,000",0,2014
202007,17,세종특별자치시 조치원읍 남리,8m미만,33.05,전세,"3,000",0,2014
202003,30,세종특별자치시 조치원읍 남리,25m미만,34.5,전세,"4,000",0,2004
202002,2,세종특별자치시 조치원읍 남리,12m미만,35,전세,"5,000",0,2013
202003,23,세종특별자치시 조치원읍 남리,-,36,전세,"6,000",0,2016
202001,15,세종특별자치시 조치원읍 남리,-,36.3,전세,"4,500",0,2012
202001,27,세종특별자치시 조치원읍 남리,25m미만,37,전세,"3,500",0,
202011,24,세종특별자치시 조치원읍 남리,8m미만,37.95,전세,"4,000",0,2012
202001,15,세종특별자치시 조치원읍 남리,-,39.6,전세,"5,200",0,2012
202005,28,세종특별자치시 조치원읍 남리,8m미만,40,전세,"5,000",0,2012
202004,4,세종특별자치시 조치원읍 남리,12m미만,42,전세,"7,000",0,2017
202003,4,세종특별자치시 조치원읍 남리,8m미만,43,전세,"7,000",0,2014
202003,9,세종특별자치시 조치원읍 남리,25m미만,49,전세,"4,500",0,2013
202011,7,세종특별자치시 조치원읍 남리,8m미만,50,월세,500,40,2011
202010,10,세종특별자치시 조치원읍 남리,25m미만,50,월세,500,67,2019
202006,29,세종특별자치시 조치원읍 남리,12m미만,50,월세,500,40,1991
202001,6,세종특별자치시 조치원읍 남리,-,50,전세,"7,000",0,2013
202008,7,세종특별자치시 조치원읍 남리,12m미만,50,전세,"4,000",0,2013
202005,8,세종특별자치시 조치원읍 남리,25m미만,50,전세,"6,000",0,2013
202003,13,세종특별자치시 조치원읍 남리,12m미만,50,전세,"4,000",0,2001
202004,15,세종특별자치시 조치원읍 남리,8m미만,50,전세,"2,500",0,1996
202012,17,세종특별자치시 조치원읍 남리,12m미만,50,전세,"10,000",0,2017
202012,17,세종특별자치시 조치원읍 남리,12m미만,50,전세,"10,000",0,2017
202010,19,세종특별자치시 조치원읍 남리,-,50,전세,"4,000",0,1991
202007,22,세종특별자치시 조치원읍 남리,-,50,전세,"6,000",0,2007
202007,30,세종특별자치시 조치원읍 남리,12m미만,50,전세,"4,000",0,2001
202012,30,세종특별자치시 조치원읍 남리,8m미만,50,전세,"5,000",0,1990
202008,31,세종특별자치시 조치원읍 남리,8m미만,50,전세,"3,000",0,1996
202006,14,세종특별자치시 조치원읍 남리,12m미만,52.8,월세,500,50,2017
202008,4,세종특별자치시 조치원읍 남리,12m미만,52.89,전세,"10,000",0,2014
202001,4,세종특별자치시 조치원읍 남리,12m미만,55,월세,500,35,2006
202012,15,세종특별자치시 조치원읍 남리,12m미만,55,월세,400,45,2013
202007,22,세종특별자치시 조치원읍 남리,-,55,전세,"4,500",0,2012
202002,26,세종특별자치시 조치원읍 남리,8m미만,55.71,월세,"2,000",10,1990
202012,4,세종특별자치시 조치원읍 남리,25m미만,59.4,전세,"7,000",0,2013
202002,3,세종특별자치시 조치원읍 남리,12m미만,60,월세,"1,000",56,2017
202008,8,세종특별자치시 조치원읍 남리,8m미만,60,월세,500,38,2006
202001,22,세종특별자치시 조치원읍 남리,-,60,월세,"2,000",51,2017
202008,31,세종특별자치시 조치원읍 남리,25m미만,60,월세,"2,000",37,2012
202007,20,세종특별자치시 조치원읍 남리,8m미만,60,전세,"7,000",0,2014
202010,17,세종특별자치시 조치원읍 남리,12m미만,60.6,전세,"6,500",0,1998
202010,17,세종특별자치시 조치원읍 남리,12m미만,60.6,전세,"6,500",0,1998
202011,25,세종특별자치시 조치원읍 남리,25m미만,69.33,월세,300,30,1994
202011,3,세종특별자치시 조치원읍 남리,25m미만,70,월세,500,50,2012
202009,7,세종특별자치시 조치원읍 남리,8m미만,70,월세,500,45,2012
202001,10,세종특별자치시 조치원읍 남리,-,70,전세,"10,500",0,2017
202002,25,세종특별자치시 조치원읍 남리,-,80,전세,"13,000",0,2019
202001,5,세종특별자치시 조치원읍 남리,8m미만,82,전세,"4,000",0,2013
202007,8,세종특별자치시 조치원읍 남리,12m미만,84,전세,"13,000",0,2017
202008,22,세종특별자치시 조치원읍 남리,8m미만,90,전세,"7,000",0,1996
202008,5,세종특별자치시 조치원읍 남리,12m미만,90.48,전세,"6,000",0,1997
202008,15,세종특별자치시 조치원읍 남리,8m미만,118,전세,"6,000",0,1977
202009,10,세종특별자치시 조치원읍 명리,12m미만,19.8,전세,"3,000",0,2014
202009,10,세종특별자치시 조치원읍 명리,12m미만,19.8,전세,"4,000",0,2014
202012,28,세종특별자치시 조치원읍 명리,12m미만,25,전세,"4,000",0,2014
202005,20,세종특별자치시 조치원읍 명리,-,30,전세,"5,000",0,2014
202006,23,세종특별자치시 조치원읍 명리,12m미만,30,전세,"5,000",0,2014
202009,25,세종특별자치시 조치원읍 명리,12m미만,30,전세,"3,500",0,2014
202001,29,세종특별자치시 조치원읍 명리,12m미만,30,전세,"3,000",0,2014
202003,27,세종특별자치시 조치원읍 명리,12m미만,33,월세,"3,000",25,2014
202008,4,세종특별자치시 조치원읍 명리,12m미만,40,월세,200,30,2014
202002,18,세종특별자치시 조치원읍 명리,12m미만,40,월세,"1,000",35,2014
202011,5,세종특별자치시 조치원읍 명리,12m미만,40,전세,"6,000",0,2014
202008,8,세종특별자치시 조치원읍 명리,12m미만,40,전세,"5,500",0,2014
202003,25,세종특별자치시 조치원읍 명리,-,40,전세,"4,000",0,2014
