시군구,지목,용도지역,도로조건,계약년월,계약일,계약면적(㎡),거래금액(만원),지분구분,해제사유발생일
세종특별자치시 연기면 수산리,임야,보전관리지역,-,201708,21,10.5,15,지분,
세종특별자치시 연동면 합강리,임야,농림지역,8m미만,201708,21,252,"2,000",지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,21,396.69,"2,028",지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,21,409.92,"2,096",지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,21,429.75,"2,197",지분,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201708,21,496,"2,385",지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,21,495.87,"2,535",지분,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201708,21,1653,"2,891",지분,
세종특별자치시 장군면 송학리,답,계획관리지역,8m미만,201708,21,1372,"28,000", ,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,21,661.16,"3,380",지분,
세종특별자치시 연서면 월하리,답,자연녹지지역,-,201708,21,1186,"32,280", ,
세종특별자치시 고운동,대,제1종전용주거지역,12m미만,201708,21,357,"33,500", ,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,21,66.11,338,지분,
세종특별자치시 금남면 두만리,대,제1종일반주거지역,8m미만,201708,21,878,"35,000", ,
세종특별자치시 연동면 합강리,임야,농림지역,8m미만,201708,21,588,"4,000",지분,
세종특별자치시 연동면 합강리,임야,농림지역,-,201708,21,738.21,"4,000",지분,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201708,21,991,"4,770",지분,
세종특별자치시 전동면 석곡리,답,농림지역,8m미만,201708,21,780,"4,900", ,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,21,991.74,"5,070",지분,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201708,21,330,502,지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,21,99.17,507,지분,
세종특별자치시 연서면 월하리,답,자연녹지지역,-,201708,21,2345,"63,827", ,
세종특별자치시 연서면 월하리,전,자연녹지지역,-,201708,21,290,"7,893", ,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201708,21,661,772,지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,21,165.29,845,지분,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201708,21,198,954,지분,
세종특별자치시 금남면 호탄리,유지,개발제한구역,-,201708,22,294,"1,000", ,
세종특별자치시 소정면 고등리,임야,계획관리지역,-,201708,22,69,"1,050",지분,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,201708,22,331,"1,100",지분,
세종특별자치시 연서면 신대리,답,생산관리지역,-,201708,22,103,"1,240",지분,
세종특별자치시 전의면 달전리,임야,농림지역,8m미만,201708,22,883,"1,300",지분,
세종특별자치시 소정면 고등리,임야,계획관리지역,8m미만,201708,22,99,"1,380",지분,
세종특별자치시 전동면 노장리,임야,보전관리지역,-,201708,22,579,"1,453",지분,
세종특별자치시 조치원읍 신안리,임야,보전녹지지역,-,201708,22,33,"1,500",지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,22,330,"1,690",지분,
세종특별자치시 조치원읍 죽림리,대,준주거지역,8m미만,201708,22,142.33,"10,763",지분,
세종특별자치시 장군면 송학리,전,계획관리지역,8m미만,201708,22,757,"11,450", ,
세종특별자치시 금남면 영대리,전,개발제한구역,-,201708,22,1610,"14,600", ,
세종특별자치시 소정면 고등리,임야,계획관리지역,-,201708,22,9,140,지분,
세종특별자치시 소정면 고등리,임야,계획관리지역,-,201708,22,9,150,지분,
세종특별자치시 장군면 송학리,전,계획관리지역,8m미만,201708,22,1260,"19,050", ,
세종특별자치시 전의면 달전리,임야,농림지역,-,201708,22,2275,"2,000",지분,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201708,22,429,"2,067",지분,
세종특별자치시 전동면 노장리,임야,보전관리지역,-,201708,22,826,"2,075",지분,
세종특별자치시 금남면 도남리,임야,보전관리지역,8m미만,201708,22,33.06,"2,148",지분,
세종특별자치시 장군면 송학리,전,계획관리지역,8m미만,201708,22,164,"2,485", ,
세종특별자치시 전동면 노장리,임야,보전관리지역,-,201708,22,991,"2,490",지분,
세종특별자치시 전동면 노장리,임야,보전관리지역,-,201708,22,83,208,지분,
세종특별자치시 소정면 고등리,임야,계획관리지역,8m미만,201708,22,15,213,지분,
세종특별자치시 조치원읍 신안리,임야,보전녹지지역,-,201708,22,66.1,"3,000",지분,
세종특별자치시 소정면 고등리,임야,계획관리지역,8m미만,201708,22,248,"3,450",지분,
세종특별자치시 소정면 고등리,임야,계획관리지역,8m미만,201708,22,27,390,지분,
세종특별자치시 전동면 노장리,임야,보전관리지역,-,201708,22,165,415,지분,
세종특별자치시 소정면 고등리,임야,계획관리지역,8m미만,201708,22,33,450,지분,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201708,22,330,472,지분,
세종특별자치시 부강면 노호리,임야,보전관리지역,-,201708,22,1176,"5,513", ,
세종특별자치시 부강면 노호리,임야,보전관리지역,-,201708,22,11624,"54,488", ,
세종특별자치시 연서면 고복리,임야,농림지역,-,201708,22,2479,"6,000", ,
세종특별자치시 장군면 송학리,전,계획관리지역,8m미만,201708,22,444,"6,727", ,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201708,22,166,615,지분,
세종특별자치시 전의면 동교리,답,자연녹지지역,-,201708,22,112,"7,200", ,
세종특별자치시 조치원읍 신안리,임야,보전녹지지역,-,201708,22,16.5,750,지분,
세종특별자치시 장군면 송학리,전,계획관리지역,8m미만,201708,22,52,788, ,
세종특별자치시 소정면 고등리,임야,계획관리지역,8m미만,201708,22,56,790,지분,
세종특별자치시 금남면 호탄리,임야,개발제한구역,8m미만,201708,22,694,"8,400", ,
세종특별자치시 장군면 송학리,답,계획관리지역,-,201708,22,815,"8,645", ,
세종특별자치시 조치원읍 죽림리,대,준주거지역,8m미만,201708,22,148,"8,954",지분,
세종특별자치시 전동면 노장리,임야,보전관리지역,-,201708,22,331,830,지분,
세종특별자치시 연서면 신대리,답,생산관리지역,-,201708,22,757,"9,160", ,
세종특별자치시 금남면 도남리,임야,보전관리지역,8m미만,201708,22,16.53,985,지분,
세종특별자치시 금남면 성덕리,임야,보전관리지역,8m미만,201708,23,60,"1,000",지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,23,198,"1,014",지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,23,214.88,"1,099",지분,
세종특별자치시 전동면 봉대리,임야,보전관리지역,-,201708,23,330,"1,100",지분,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201708,23,991,"1,416",지분,
세종특별자치시 전동면 봉대리,임야,보전관리지역,-,201708,23,1983,"1,513",지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,23,330.58,"1,690",지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,23,363.63,"1,859",지분,
세종특별자치시 연기면 수산리,임야,농림지역,-,201708,23,330,"1,883",지분,
세종특별자치시 소정면 대곡리,임야,농림지역,-,201708,23,661,"1,921",지분,
세종특별자치시 연서면 쌍전리,전,자연녹지지역,8m미만,201708,23,524,"12,720", ,
세종특별자치시 연동면 명학리,전,계획관리지역,-,201708,23,884,"16,000", ,
세종특별자치시 전의면 양곡리,임야,농림지역,8m미만,201708,23,363,"2,090",지분,
세종특별자치시 전동면 봉대리,임야,보전관리지역,-,201708,23,661,"2,200",지분,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201708,23,496,"2,385",지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,23,495.87,"2,535",지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,23,561.98,"2,873",지분,
세종특별자치시 소정면 고등리,임야,계획관리지역,8m미만,201708,23,241,"3,358",지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,23,661.16,"3,380",지분,
세종특별자치시 전의면 달전리,임야,농림지역,-,201708,23,661,"3,900",지분,
세종특별자치시 고운동,대,제1종전용주거지역,12m미만,201708,23,332,"38,000", ,
세종특별자치시 금남면 성덕리,임야,보전관리지역,8m미만,201708,23,137,"4,090", ,
세종특별자치시 전동면 봉대리,임야,보전관리지역,-,201708,23,7603,"5,798",지분,
세종특별자치시 금남면 성덕리,임야,보전관리지역,8m미만,201708,23,30,500,지분,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201708,23,330,502,지분,
세종특별자치시 전동면 봉대리,임야,보전관리지역,-,201708,23,661,504,지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,23,99.17,507,지분,
세종특별자치시 금남면 성덕리,답,농림지역,12m미만,201708,23,395.5,"7,200",지분,
세종특별자치시 금남면 성덕리,임야,보전관리지역,8m미만,201708,23,270,"7,910", ,
세종특별자치시 전동면 미곡리,임야,보전관리지역,-,201708,23,2938,"8,605", ,
세종특별자치시 소정면 대곡리,임야,농림지역,-,201708,23,330,825,지분,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201708,23,496,885,지분,
세종특별자치시 전동면 미곡리,임야,보전관리지역,-,201708,23,3304,"9,395", ,
세종특별자치시 소정면 고등리,임야,계획관리지역,8m미만,201708,23,66,949,지분,
세종특별자치시 부강면 금호리,답,생산관리지역,8m미만,201708,24,105,"1,600",지분,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201708,24,347,"1,670",지분,
세종특별자치시 전동면 청송리,답,농림지역,8m미만,201708,24,1527,"13,800", ,
세종특별자치시 연서면 기룡리,과수원,생산관리지역,-,201708,24,1738,"14,000", ,
세종특별자치시 부강면 금호리,답,생산관리지역,8m미만,201708,24,158,"2,400",지분,
세종특별자치시 부강면 금호리,전,생산관리지역,8m미만,201708,24,112,"2,720",지분,
세종특별자치시 부강면 부강리,공장용지,계획관리지역,12m미만,201708,24,132,"2,794", ,
세종특별자치시 연동면 응암리,답,계획관리지역,-,201708,24,88,250, ,
세종특별자치시 전의면 양곡리,공장용지,일반공업지역,-,201708,24,8802.5,"250,299", ,
세종특별자치시 부강면 금호리,전,생산관리지역,8m미만,201708,24,290,"3,520", ,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201708,24,991,"4,770",지분,
세종특별자치시 부강면 부강리,공장용지,계획관리지역,12m미만,201708,24,24,508, ,
세종특별자치시 부강면 부강리,공장용지,계획관리지역,-,201708,24,386,"8,170", ,
세종특별자치시 부강면 금호리,임야,생산관리지역,8m미만,201708,24,734,"8,880", ,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201708,24,198,954,지분,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,201708,25,330.5,"1,100",지분,
세종특별자치시 전동면 봉대리,임야,보전관리지역,-,201708,25,165,"1,225",지분,
세종특별자치시 금남면 원봉리,임야,보전관리지역,8m미만,201708,25,29.09,"1,309",지분,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201708,25,330,"1,590",지분,
세종특별자치시 연기면 수산리,임야,농림지역,-,201708,25,1652,"10,950",지분,
세종특별자치시 조치원읍 봉산리,임야,농림지역,8m미만,201708,25,13190,"15,960", ,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201708,25,429,"2,067",지분,
세종특별자치시 고운동,대,제1종전용주거지역,12m미만,201708,25,362.4,"35,900", ,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201708,25,99,477,지분,
세종특별자치시 연동면 내판리,임야,계획관리지역,12m미만,201708,25,2828,"54,000", ,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201708,25,165,615,지분,
세종특별자치시 조치원읍 봉산리,임야,계획관리지역,-,201708,25,595,"8,100", ,
세종특별자치시 연기면 연기리,답,계획관리지역,12m미만,201708,26,200,"30,660", ,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201708,27,330,"1,590",지분,
세종특별자치시 한솔동,대,제1종전용주거지역,12m미만,201708,27,312.1,"32,000", ,
세종특별자치시 고운동,대,제1종전용주거지역,25m미만,201708,27,381.7,"36,000", ,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,201708,28,330,"1,100",지분,
세종특별자치시 전동면 봉대리,임야,농림지역,-,201708,28,1652,"1,500",지분,
세종특별자치시 조치원읍 신안리,임야,보전녹지지역,-,201708,28,33,"1,500",지분,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201708,28,330,"1,590",지분,
세종특별자치시 조치원읍 신안리,임야,보전녹지지역,-,201708,28,43,"1,950",지분,
세종특별자치시 전동면 봉대리,임야,농림지역,-,201708,28,12562,"11,400",지분,
세종특별자치시 전동면 봉대리,임야,농림지역,8m미만,201708,28,17114,"15,531",지분,
세종특별자치시 전동면 봉대리,임야,농림지역,-,201708,28,20165,"18,300",지분,
세종특별자치시 조치원읍 신안리,임야,보전녹지지역,-,201708,28,66,"2,200",지분,
세종특별자치시 연서면 와촌리,전,계획관리지역,-,201708,28,554.54,"3,700",지분,
세종특별자치시 전동면 봉대리,임야,농림지역,8m미만,201708,28,331,300,지분,
세종특별자치시 부강면 문곡리,답,계획관리지역,12m미만,201708,28,1024,"34,000", ,
세종특별자치시 전동면 봉대리,임야,농림지역,-,201708,28,4959,"4,500",지분,
세종특별자치시 부강면 문곡리,답,계획관리지역,8m미만,201708,28,1669,"55,500", ,
세종특별자치시 전동면 봉대리,임야,농림지역,8m미만,201708,28,661,600,지분,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201708,28,1652,"7,950",지분,
세종특별자치시 조치원읍 신안리,임야,보전녹지지역,-,201708,28,20,720,지분,
세종특별자치시 부강면 문곡리,임야,계획관리지역,-,201708,28,2380,"8,000", ,
세종특별자치시 조치원읍 번암리,대,제2종일반주거지역,-,201708,28,96,"8,500", ,
세종특별자치시 장군면 도계리,도로,보전관리지역,-,201708,29,94,"1,000", ,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,29,198.34,"1,014",지분,
세종특별자치시 전동면 봉대리,임야,보전관리지역,-,201708,29,330,"1,100",지분,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,201708,29,330,"1,100",지분,
세종특별자치시 소정면 대곡리,임야,농림지역,-,201708,29,529,"1,536",지분,
세종특별자치시 전의면 달전리,답,보전관리지역,8m미만,201708,29,430,"1,658", ,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,29,330.58,"1,690",지분,
세종특별자치시 전의면 달전리,답,보전관리지역,-,201708,29,549,"1,807", ,
세종특별자치시 부강면 부강리,임야,농림지역,-,201708,29,363.63,"1,859",지분,
세종특별자치시 부강면 금호리,대,계획관리지역,-,201708,29,379,"11,400", ,
세종특별자치시 장군면 도계리,임야,보전관리지역,8m미만,201708,29,508,"19,000", ,
세종특별자치시 전의면 달전리,답,보전관리지역,8m미만,201708,29,552,"2,128", ,
세종특별자치시 전의면 달전리,답,보전관리지역,-,201708,29,552,"2,407", ,
세종특별자치시 소정면 대곡리,임야,농림지역,-,201708,29,1057,"3,073",지분,
세종특별자치시 연기면 수산리,임야,농림지역,-,201708,29,330,"3,300",지분,
세종특별자치시 고운동,대,제1종전용주거지역,12m미만,201708,29,335.1,"33,000", ,
세종특별자치시 금남면 박산리,답,개발제한구역,8m미만,201708,29,1988,"35,000", ,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,201708,29,1323,"4,400",지분,
세종특별자치시 장군면 은용리,임야,계획관리지역,8m미만,201708,29,37,50,지분,
세종특별자치시 연서면 와촌리,과수원,계획관리지역,-,201708,29,507,"7,214", ,
세종특별자치시 연서면 와촌리,과수원,계획관리지역,-,201708,29,517,"7,356", ,
세종특별자치시 소정면 대곡리,임야,농림지역,-,201708,29,330,960,지분,
세종특별자치시 전동면 봉대리,임야,보전관리지역,-,201708,30,331,"1,100",지분,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,201708,30,330,"1,100",지분,
세종특별자치시 금남면 원봉리,도로,보전관리지역,8m미만,201708,30,47,"1,470",지분,
세종특별자치시 전의면 원성리,전,보전관리지역,8m미만,201708,30,1775,"10,000", ,
세종특별자치시 장군면 용현리,전,계획관리지역,8m미만,201708,30,877.5,"11,679",지분,
세종특별자치시 전의면 양곡리,답,생산관리지역,-,201708,30,1470,"14,000", ,
세종특별자치시 금남면 영대리,임야,개발제한구역,8m미만,201708,30,2182,"14,900", ,
세종특별자치시 금남면 원봉리,임야,보전관리지역,8m미만,201708,30,465,"15,470", ,
세종특별자치시 금남면 도남리,임야,보전관리지역,8m미만,201708,30,33.06,"2,127",지분,
세종특별자치시 전동면 봉대리,임야,보전관리지역,-,201708,30,661,"2,200",지분,
세종특별자치시 연동면 명학리,전,계획관리지역,8m미만,201708,30,1033,"27,000", ,
세종특별자치시 연서면 월하리,답,자연녹지지역,-,201708,30,1531,"28,350", ,
세종특별자치시 금남면 영대리,답,개발제한구역,8m미만,201708,30,190,"3,000", ,
세종특별자치시 전동면 노장리,임야,계획관리지역,8m미만,201708,30,859,"3,240", ,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,201708,30,991,"3,300",지분,
세종특별자치시 조치원읍 봉산리,답,자연녹지지역,8m미만,201708,30,82,"3,700", ,
세종특별자치시 전동면 봉대리,임야,보전관리지역,-,201708,30,1652,"5,500",지분,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201708,30,330,507,지분,
세종특별자치시 전동면 청송리,임야,농림지역,8m미만,201708,30,330,584,지분,
세종특별자치시 금남면 원봉리,수도용지,보전관리지역,8m미만,201708,30,2,60,지분,
세종특별자치시 전동면 노장리,임야,계획관리지역,8m미만,201708,30,165,750, ,
세종특별자치시 금남면 용포리,대,자연녹지지역,12m미만,201708,30,1503,"79,000", ,
세종특별자치시 전동면 노장리,임야,계획관리지역,8m미만,201708,30,1807,"8,189", ,
세종특별자치시 전의면 신방리,임야,계획관리지역,-,201708,31,66,"1,000",지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201708,31,662.13,"1,400",지분,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201708,31,331,"1,590",지분,
세종특별자치시 연동면 명학리,임야,농림지역,8m미만,201708,31,132,"1,600",지분,
세종특별자치시 전의면 달전리,임야,농림지역,-,201708,31,331,"1,950",지분,
세종특별자치시 전의면 읍내리,목장용지,계획관리지역,8m미만,201708,31,3.37,100,지분,
세종특별자치시 전의면 읍내리,전,계획관리지역,-,201708,31,694,"13,600",지분,
세종특별자치시 연서면 성제리,과수원,자연녹지지역,8m미만,201708,31,947,"14,300", ,
세종특별자치시 금남면 성덕리,전,보전관리지역,8m미만,201708,31,1246,"15,276", ,
세종특별자치시 전동면 석곡리,임야,생산관리지역,-,201708,31,938,"16,800", ,
세종특별자치시 연서면 용암리,대,생산관리지역,8m미만,201708,31,526,"17,000", ,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201708,31,430,"2,067",지분,
세종특별자치시 전동면 봉대리,임야,보전관리지역,-,201708,31,660,"2,200",지분,
세종특별자치시 전동면 석곡리,임야,생산관리지역,-,201708,31,123,"2,200", ,
세종특별자치시 전의면 읍내리,전,계획관리지역,-,201708,31,10.94,230,지분,
세종특별자치시 금남면 국곡리,답,계획관리지역,8m미만,201708,31,423.5,"25,000",지분,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,201708,31,165,550,지분,
세종특별자치시 전의면 읍내리,목장용지,계획관리지역,8m미만,201708,31,2.69,70,지분,
세종특별자치시 전의면 양곡리,임야,농림지역,8m미만,201708,31,330,790,지분,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,201709,1,331,"1,100",지분,
세종특별자치시 금남면 원봉리,도로,보전관리지역,8m미만,201709,1,63.16,"1,528",지분,
세종특별자치시 장군면 은용리,임야,농림지역,-,201709,1,149,"1,710",지분,
세종특별자치시 장군면 은용리,임야,농림지역,8m미만,201709,1,165,"1,950",지분,
세종특별자치시 장군면 은용리,임야,농림지역,8m미만,201709,1,875,"10,000",지분,
세종특별자치시 금남면 원봉리,도로,계획관리지역,8m미만,201709,1,5.46,132,지분,
세종특별자치시 금남면 성덕리,임야,보전관리지역,8m미만,201709,1,552,"15,360", ,
세종특별자치시 금남면 원봉리,임야,보전관리지역,8m미만,201709,1,700,"16,935", ,
세종특별자치시 금남면 원봉리,대,계획관리지역,8m미만,201709,1,7.41,179,지분,
세종특별자치시 부강면 등곡리,임야,계획관리지역,-,201709,1,73,"2,000", ,
세종특별자치시 전의면 양곡리,임야,계획관리지역,8m미만,201709,1,482,"2,187", ,
세종특별자치시 전의면 노곡리,대,계획관리지역,8m미만,201709,1,193.5,"2,500",지분,
세종특별자치시 금남면 원봉리,도로,계획관리지역,8m미만,201709,1,10.25,248,지분,
세종특별자치시 금남면 성덕리,임야,보전관리지역,8m미만,201709,1,123,"3,000",지분,
세종특별자치시 연기면 수산리,임야,농림지역,-,201709,1,330,"3,300",지분,
세종특별자치시 전의면 양곡리,전,계획관리지역,-,201709,1,179,"3,780", ,
세종특별자치시 전의면 달전리,임야,농림지역,-,201709,1,661,"3,900",지분,
세종특별자치시 장군면 은용리,임야,농림지역,8m미만,201709,1,331,"3,900",지분,
세종특별자치시 금남면 원봉리,도로,계획관리지역,8m미만,201709,1,15.49,375,지분,
세종특별자치시 장군면 은용리,임야,농림지역,-,201709,1,12,38,지분,
세종특별자치시 연동면 노송리,답,계획관리지역,12m미만,201709,1,115,"4,500", ,
세종특별자치시 연동면 명학리,임야,농림지역,8m미만,201709,1,33,400,지분,
세종특별자치시 금남면 원봉리,도로,보전관리지역,8m미만,201709,1,18.93,458,지분,
세종특별자치시 금남면 원봉리,임야,보전관리지역,8m미만,201709,1,21.93,530,지분,
세종특별자치시 금남면 원봉리,대,계획관리지역,8m미만,201709,1,25.14,608,지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201709,1,165,615,지분,
세종특별자치시 연동면 노송리,답,계획관리지역,12m미만,201709,1,1652,"65,000", ,
세종특별자치시 전의면 양곡리,임야,농림지역,8m미만,201709,1,181,813,지분,
세종특별자치시 전동면 봉대리,임야,보전관리지역,-,201709,2,1322,"13,720",지분,
세종특별자치시 고운동,대,제1종전용주거지역,12m미만,201709,2,375.3,"34,500", ,
세종특별자치시 연서면 국촌리,임야,계획관리지역,-,201709,3,2922,"16,700", ,
세종특별자치시 소정면 대곡리,임야,농림지역,-,201709,4,363,"1,056",지분,
세종특별자치시 전의면 달전리,전,보전관리지역,-,201709,4,466,"1,400", ,
세종특별자치시 전의면 달전리,임야,농림지역,12m미만,201709,4,330,"1,590",지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201709,4,330.58,"1,690",지분,
세종특별자치시 연서면 고복리,임야,농림지역,-,201709,4,827.67,"1,750",지분,
세종특별자치시 금남면 용포리,임야,자연녹지지역,8m미만,201709,4,5.4,100,지분,
세종특별자치시 부강면 부강리,답,제2종일반주거지역,8m미만,201709,4,1712,"122,400", ,
세종특별자치시 금남면 봉암리,답,개발제한구역,8m미만,201709,4,942,"13,000", ,
세종특별자치시 부강면 등곡리,임야,농림지역,-,201709,4,39897,"13,550", ,
세종특별자치시 연동면 송용리,답,농림지역,8m미만,201709,4,1573.3,"14,989", ,
세종특별자치시 부강면 문곡리,답,계획관리지역,12m미만,201709,4,411,"15,000", ,
세종특별자치시 전의면 달전리,전,생산관리지역,8m미만,201709,4,189,"2,000", ,
세종특별자치시 소정면 대곡리,임야,농림지역,8m미만,201709,4,661,"2,200",지분,
세종특별자치시 연서면 성제리,대,계획관리지역,8m미만,201709,4,213,"3,000", ,
세종특별자치시 부강면 등곡리,임야,농림지역,-,201709,4,368,312,지분,
세종특별자치시 금남면 봉암리,답,개발제한구역,-,201709,4,2317,"32,000", ,
세종특별자치시 금남면 봉암리,답,개발제한구역,-,201709,4,2929,"40,500", ,
세종특별자치시 금남면 봉암리,답,개발제한구역,-,201709,4,387,"5,300", ,
세종특별자치시 부강면 부강리,임야,농림지역,-,201709,4,102.47,524,지분,
세종특별자치시 전동면 봉대리,임야,보전관리지역,-,201709,4,165,550,지분,
세종특별자치시 부강면 부강리,답,제2종일반주거지역,12m미만,201709,4,903,"64,600", ,
세종특별자치시 연서면 쌍류리,묘지,생산관리지역,8m미만,201709,4,516,"7,700", ,
세종특별자치시 금남면 도남리,임야,보전관리지역,8m미만,201709,4,16.53,985,지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201709,5,198.35,"1,014",지분,
세종특별자치시 연기면 수산리,임야,농림지역,-,201709,5,165,"1,084",지분,
세종특별자치시 전동면 봉대리,임야,보전관리지역,-,201709,5,330,"1,100",지분,
세종특별자치시 장군면 은용리,임야,보전관리지역,-,201709,5,165,"1,114",지분,
세종특별자치시 장군면 은용리,임야,보전관리지역,-,201709,5,165,"1,134",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201709,5,330,"1,169",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201709,5,331,"1,181",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201709,5,330,"1,218",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201709,5,330,"1,218",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201709,5,330,"1,218",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201709,5,330,"1,230",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201709,5,330,"1,230",지분,
세종특별자치시 전의면 동교리,전,계획관리지역,8m미만,201709,5,133,"1,251", ,
세종특별자치시 전의면 동교리,전,계획관리지역,8m미만,201709,5,111,"1,300", ,
세종특별자치시 연서면 청라리,임야,농림지역,-,201709,5,495.87,"1,335",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201709,5,430,"1,583",지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201709,5,330.58,"1,690",지분,
세종특별자치시 전의면 양곡리,임야,농림지역,8m미만,201709,5,827,"1,975",지분,
세종특별자치시 금남면 도암리,답,생산관리지역,8m미만,201709,5,912,"11,316", ,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201709,5,3306,"12,771", ,
세종특별자치시 장군면 송문리,임야,보전관리지역,8m미만,201709,5,570,"12,940", ,
세종특별자치시 전의면 관정리,답,농림지역,8m미만,201709,5,1192,"14,750", ,
세종특별자치시 조치원읍 침산리,대,제2종일반주거지역,8m미만,201709,5,161,"16,920", ,
세종특별자치시 전의면 동교리,전,계획관리지역,8m미만,201709,5,1276,"17,049", ,
세종특별자치시 장군면 은용리,답,계획관리지역,8m미만,201709,5,1784,"17,483", ,
세종특별자치시 연기면 수산리,임야,농림지역,-,201709,5,300,195,지분,
세종특별자치시 장군면 송문리,임야,보전관리지역,8m미만,201709,5,92,"2,060",지분,
세종특별자치시 연기면 수산리,임야,농림지역,-,201709,5,330,"2,168",지분,
세종특별자치시 부강면 등곡리,임야,농림지역,-,201709,5,2579,"2,196",지분,
세종특별자치시 연기면 수산리,임야,농림지역,-,201709,5,330,"2,198",지분,
세종특별자치시 연기면 수산리,임야,농림지역,-,201709,5,330,"2,267",지분,
세종특별자치시 연기면 수산리,임야,농림지역,-,201709,5,330,"2,290",지분,
세종특별자치시 장군면 은용리,임야,보전관리지역,-,201709,5,330,"2,290",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201709,5,661,"2,411",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201709,5,661,"2,435",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201709,5,661,"2,435",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201709,5,661,"2,460",지분,
세종특별자치시 부강면 부강리,임야,농림지역,-,201709,5,661.16,"3,380",지분,
세종특별자치시 장군면 금암리,대,계획관리지역,8m미만,201709,5,138.92,"3,500",지분,
세종특별자치시 연서면 기룡리,임야,농림지역,-,201709,5,991,"3,690",지분,
